-18.611, 0.054, 0.0, 0.0, 0.093
-16.309, 0.846, 0.582, 0.82, 0.474
-15.877, 0.624, 0.454, 0.636, 0.554
-15.445, 0.842, 0.692, 0.839, 0.906
-15.013, 0.698, 0.512, 0.398, 0.827
-14.582, 0.694, 0.767, 0.799, 0.83
-14.15, 1.0, 0.962, 0.954, 0.768
-13.718, 0.596, 1.0, 0.976, 0.92
-13.286, 1.0, 0.958, 0.893, 0.964
-12.855, 0.992, 0.81, 0.965, 1.0
-12.423, 0.985, 1.0, 0.961, 0.916
-11.991, 0.992, 1.0, 1.0, 1.0
-11.56, 1.0, 0.927, 0.978, 1.0
-11.128, 1.0, 1.0, 1.0, 1.0
-10.696, 0.991, 1.0, 1.0, 1.0
-10.264, 1.0, 1.0, 1.0, 1.0
-9.833, 1.0, 1.0, 1.0, 1.0
-9.401, 1.0, 1.0, 1.0, 1.0
-8.25, 1.0, 1.0, 1.0, 1.0
-7.098, 1.0, 1.0, 1.0, 1.0
