-24.989426140999928, 0.0, 0.0, 0.0, 0.0
-22.68684104800588, 0.0, 0.0, 0.0, 0.0
-20.384255955011838, 0.0, 0.0, 0.0, 0.022
-18.08167086201779, 0.1, 0.036, 0.04, 0.098
-17.373183141096547, 0.138, 0.105, 0.178, 0.044
-16.664695420175303, 0.294, 0.377, 0.191, 0.08
-15.956207699254055, 0.348, 0.344, 0.172, 0.237
-15.247719978332812, 0.58, 0.366, 0.608, 0.321
-14.539232257411568, 0.665, 0.828, 0.648, 0.747
-13.830744536490322, 0.846, 0.703, 0.722, 0.578
-13.122256815569077, 0.949, 0.908, 0.878, 0.744
-12.413769094647833, 1.0, 1.0, 0.97, 0.942
-11.705281373726589, 0.94, 1.0, 0.992, 0.904
-10.996793652805342, 0.998, 1.0, 0.996, 0.892
-10.288305931884098, 0.985, 0.983, 0.936, 1.0
-9.579818210962854, 1.0, 1.0, 1.0, 1.0
-8.87133049004161, 1.0, 1.0, 1.0, 1.0
-6.5687453970475636, 1.0, 1.0, 1.0, 0.998
-4.266160304053518, 1.0, 1.0, 1.0, 1.0
-1.9635752110594717, 1.0, 1.0, 1.0, 1.0
