Moves,repeat_0,repeat_1,repeat_2,repeat_3
0,0.0,,,
1,0.0,0.026614926246265984,0.026614926246265984,0.0
2,0.026614926246265984,0.0,0.026614926246265984,0.026614926246265984
3,0.026614926246265984,0.0,0.026614926246265984,0.026614926246265984
4,0.026614926246265984,0.0,0.05322985249253197,0.026614926246265984
5,0.05322985249253197,0.026614926246265984,0.05322985249253197,0.05322985249253197
6,0.05322985249253197,0.026614926246265984,0.05322985249253197,0.05322985249253197
7,0.026614926246265984,0.05322985249253197,0.07984477873879796,0.05322985249253197
8,0.026614926246265984,0.05322985249253197,0.10645970498506394,0.07984477873879796
9,0.026614926246265984,0.05322985249253197,0.13307463123132993,0.10645970498506394
10,0.05322985249253197,0.07984477873879796,0.10645970498506394,0.13307463123132993
11,0.07984477873879796,0.07984477873879796,0.10645970498506394,0.13307463123132993
12,0.07984477873879796,0.07984477873879796,0.13307463123132993,0.15968955747759592
13,0.10645970498506394,0.10645970498506394,0.13307463123132993,0.15968955747759592
14,0.10645970498506394,0.13307463123132993,0.13307463123132993,0.15968955747759592
15,0.10645970498506394,0.13307463123132993,0.10645970498506394,0.15968955747759592
16,0.13307463123132993,0.13307463123132993,0.10645970498506394,0.15968955747759592
17,0.10645970498506394,0.13307463123132993,0.13307463123132993,0.15968955747759592
18,0.10645970498506394,0.15968955747759592,0.13307463123132993,0.18630448372386188
19,0.13307463123132993,0.15968955747759592,0.13307463123132993,0.15968955747759592
20,0.10645970498506394,0.18630448372386188,0.10645970498506394,0.15968955747759592
21,0.10645970498506394,0.18630448372386188,0.10645970498506394,0.15968955747759592
22,0.10645970498506394,0.18630448372386188,0.10645970498506394,0.18630448372386188
23,0.10645970498506394,0.18630448372386188,0.10645970498506394,0.18630448372386188
24,0.10645970498506394,0.18630448372386188,0.07984477873879796,0.18630448372386188
25,0.07984477873879796,0.18630448372386188,0.07984477873879796,0.21291940997012787
26,0.07984477873879796,0.18630448372386188,0.07984477873879796,0.21291940997012787
27,0.10645970498506394,0.18630448372386188,0.07984477873879796,0.18630448372386188
28,0.10645970498506394,0.21291940997012787,0.07984477873879796,0.21291940997012787
29,0.13307463123132993,0.21291940997012787,0.10645970498506394,0.18630448372386188
30,0.13307463123132993,0.18630448372386188,0.10645970498506394,0.15968955747759592
31,0.13307463123132993,0.15968955747759592,0.07984477873879796,0.15968955747759592
32,0.13307463123132993,0.15968955747759592,0.07984477873879796,0.15968955747759592
33,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.15968955747759592
34,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.18630448372386188
35,0.15968955747759592,0.15968955747759592,0.07984477873879796,0.21291940997012787
36,0.18630448372386188,0.15968955747759592,0.10645970498506394,0.23953433621639392
37,0.21291940997012787,0.18630448372386188,0.10645970498506394,0.23953433621639392
38,0.21291940997012787,0.18630448372386188,0.10645970498506394,0.23953433621639392
39,0.21291940997012787,0.18630448372386188,0.10645970498506394,0.21291940997012787
40,0.21291940997012787,0.18630448372386188,0.07984477873879796,0.21291940997012787
41,0.21291940997012787,0.15968955747759592,0.07984477873879796,0.21291940997012787
42,0.21291940997012787,0.15968955747759592,0.07984477873879796,0.21291940997012787
43,0.21291940997012787,0.15968955747759592,0.07984477873879796,0.21291940997012787
44,0.21291940997012787,0.15968955747759592,0.05322985249253197,0.21291940997012787
45,0.21291940997012787,0.18630448372386188,0.05322985249253197,0.21291940997012787
46,0.18630448372386188,0.18630448372386188,0.05322985249253197,0.18630448372386188
