Moves,repeat_0,repeat_1,repeat_2,repeat_3
198,0.21291940997012787,0.10645970498506394,0.10645970498506394,0.07984477873879796
199,0.21291940997012787,0.10645970498506394,0.10645970498506394,0.07984477873879796
200,0.21291940997012787,0.10645970498506394,0.10645970498506394,0.10645970498506394
201,0.18630448372386188,0.10645970498506394,0.10645970498506394,0.10645970498506394
202,0.18630448372386188,0.13307463123132993,0.10645970498506394,0.10645970498506394
203,0.21291940997012787,0.10645970498506394,0.07984477873879796,0.13307463123132993
204,0.21291940997012787,0.10645970498506394,0.07984477873879796,0.15968955747759592
205,0.21291940997012787,0.13307463123132993,0.07984477873879796,0.15968955747759592
206,0.21291940997012787,0.13307463123132993,0.05322985249253197,0.15968955747759592
207,0.21291940997012787,0.13307463123132993,0.05322985249253197,0.15968955747759592
208,0.21291940997012787,0.13307463123132993,0.07984477873879796,0.15968955747759592
209,0.21291940997012787,0.13307463123132993,0.05322985249253197,0.15968955747759592
210,0.23953433621639392,0.13307463123132993,0.07984477873879796,0.15968955747759592
211,0.23953433621639392,0.13307463123132993,0.05322985249253197,0.15968955747759592
212,0.23953433621639392,0.15968955747759592,0.05322985249253197,0.18630448372386188
213,0.23953433621639392,0.15968955747759592,0.05322985249253197,0.15968955747759592
214,0.23953433621639392,0.15968955747759592,0.05322985249253197,0.15968955747759592
215,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.13307463123132993
216,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.13307463123132993
217,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.13307463123132993
218,0.29276418870892584,0.15968955747759592,0.05322985249253197,0.13307463123132993
219,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.13307463123132993
220,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.10645970498506394
221,0.26614926246265985,0.15968955747759592,0.07984477873879796,0.10645970498506394
222,0.26614926246265985,0.15968955747759592,0.05322985249253197,0.10645970498506394
223,0.26614926246265985,0.13307463123132993,0.05322985249253197,0.13307463123132993
224,0.26614926246265985,0.13307463123132993,0.026614926246265984,0.13307463123132993
225,0.26614926246265985,0.13307463123132993,0.026614926246265984,0.13307463123132993
226,0.26614926246265985,0.13307463123132993,0.05322985249253197,0.13307463123132993
227,0.26614926246265985,0.10645970498506394,0.05322985249253197,0.10645970498506394
228,0.26614926246265985,0.10645970498506394,0.05322985249253197,0.10645970498506394
229,0.23953433621639392,0.10645970498506394,0.05322985249253197,0.07984477873879796
230,0.21291940997012787,0.13307463123132993,0.05322985249253197,0.07984477873879796
231,0.23953433621639392,0.10645970498506394,0.05322985249253197,0.07984477873879796
232,0.23953433621639392,0.10645970498506394,0.05322985249253197,0.07984477873879796
233,0.21291940997012787,0.13307463123132993,0.026614926246265984,0.07984477873879796
234,0.21291940997012787,0.13307463123132993,0.026614926246265984,0.07984477873879796
235,0.18630448372386188,0.13307463123132993,0.026614926246265984,0.10645970498506394
236,0.18630448372386188,0.15968955747759592,0.026614926246265984,0.10645970498506394
237,0.18630448372386188,0.15968955747759592,0.05322985249253197,0.13307463123132993
238,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.10645970498506394
239,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.13307463123132993
240,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.13307463123132993
241,0.15968955747759592,0.13307463123132993,0.07984477873879796,0.13307463123132993
242,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.13307463123132993
243,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.13307463123132993
244,0.13307463123132993,0.15968955747759592,0.05322985249253197,0.13307463123132993
245,0.13307463123132993,0.15968955747759592,0.05322985249253197,0.13307463123132993
246,0.15968955747759592,0.15968955747759592,0.05322985249253197,0.13307463123132993
247,0.15968955747759592,0.15968955747759592,0.07984477873879796,0.13307463123132993
248,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.10645970498506394
249,0.13307463123132993,0.18630448372386188,0.10645970498506394,0.10645970498506394
250,0.15968955747759592,0.18630448372386188,0.10645970498506394,0.10645970498506394
251,0.13307463123132993,0.18630448372386188,0.10645970498506394,0.13307463123132993
252,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.13307463123132993
253,0.10645970498506394,0.18630448372386188,0.07984477873879796,0.15968955747759592
254,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.15968955747759592
255,0.13307463123132993,0.18630448372386188,0.07984477873879796,0.15968955747759592
256,0.13307463123132993,0.18630448372386188,0.10645970498506394,0.15968955747759592
257,0.13307463123132993,0.18630448372386188,0.10645970498506394,0.15968955747759592
258,0.15968955747759592,0.18630448372386188,0.10645970498506394,0.15968955747759592
259,0.15968955747759592,0.21291940997012787,0.10645970498506394,0.15968955747759592
260,0.15968955747759592,0.21291940997012787,0.07984477873879796,0.15968955747759592
261,0.15968955747759592,0.21291940997012787,0.10645970498506394,0.15968955747759592
262,0.18630448372386188,0.21291940997012787,0.10645970498506394,0.18630448372386188
263,0.18630448372386188,0.21291940997012787,0.10645970498506394,0.18630448372386188
264,0.18630448372386188,0.21291940997012787,0.13307463123132993,0.21291940997012787
265,0.21291940997012787,0.23953433621639392,0.13307463123132993,0.21291940997012787
266,0.21291940997012787,0.23953433621639392,0.15968955747759592,0.21291940997012787
267,0.21291940997012787,0.23953433621639392,0.15968955747759592,0.21291940997012787
268,0.21291940997012787,0.21291940997012787,0.15968955747759592,0.21291940997012787
269,0.21291940997012787,0.21291940997012787,0.15968955747759592,0.21291940997012787
270,0.18630448372386188,0.21291940997012787,0.13307463123132993,0.21291940997012787
271,0.18630448372386188,0.21291940997012787,0.13307463123132993,0.21291940997012787
272,0.21291940997012787,0.23953433621639392,0.15968955747759592,0.21291940997012787
273,0.21291940997012787,0.23953433621639392,0.15968955747759592,0.18630448372386188
274,0.21291940997012787,0.23953433621639392,0.15968955747759592,0.18630448372386188
275,0.23953433621639392,0.23953433621639392,0.15968955747759592,0.18630448372386188
276,0.23953433621639392,0.23953433621639392,0.15968955747759592,0.15968955747759592
277,0.23953433621639392,0.21291940997012787,0.15968955747759592,0.18630448372386188
278,0.23953433621639392,0.21291940997012787,0.15968955747759592,0.18630448372386188
279,0.21291940997012787,0.21291940997012787,0.15968955747759592,0.15968955747759592
280,0.21291940997012787,0.21291940997012787,0.15968955747759592,0.13307463123132993
281,0.23953433621639392,0.21291940997012787,0.15968955747759592,0.13307463123132993
282,0.23953433621639392,0.21291940997012787,0.15968955747759592,0.13307463123132993
283,0.23953433621639392,0.21291940997012787,0.13307463123132993,0.10645970498506394
284,0.23953433621639392,0.21291940997012787,0.13307463123132993,0.13307463123132993
285,0.23953433621639392,0.21291940997012787,0.13307463123132993,0.13307463123132993
286,0.26614926246265985,0.21291940997012787,0.10645970498506394,0.13307463123132993
287,0.26614926246265985,0.23953433621639392,0.10645970498506394,0.13307463123132993
288,0.29276418870892584,0.21291940997012787,0.10645970498506394,0.13307463123132993
289,0.29276418870892584,0.18630448372386188,0.10645970498506394,0.13307463123132993
290,0.29276418870892584,0.21291940997012787,0.10645970498506394,0.15968955747759592
291,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.15968955747759592
292,0.29276418870892584,0.26614926246265985,0.10645970498506394,0.13307463123132993
293,0.26614926246265985,0.23953433621639392,0.13307463123132993,0.13307463123132993
294,0.26614926246265985,0.23953433621639392,0.13307463123132993,0.13307463123132993
295,0.26614926246265985,0.26614926246265985,0.13307463123132993,0.13307463123132993
296,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.15968955747759592
297,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.13307463123132993
298,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.13307463123132993
299,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.15968955747759592
300,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.15968955747759592
301,0.29276418870892584,0.23953433621639392,0.10645970498506394,0.15968955747759592
302,0.29276418870892584,0.21291940997012787,0.10645970498506394,0.15968955747759592
303,0.29276418870892584,0.21291940997012787,0.13307463123132993,0.15968955747759592
304,0.29276418870892584,0.18630448372386188,0.13307463123132993,0.15968955747759592
305,0.29276418870892584,0.18630448372386188,0.15968955747759592,0.18630448372386188
306,0.26614926246265985,0.18630448372386188,0.13307463123132993,0.18630448372386188
307,0.23953433621639392,0.18630448372386188,0.10645970498506394,0.18630448372386188
308,0.26614926246265985,0.21291940997012787,0.10645970498506394,0.18630448372386188
309,0.26614926246265985,0.18630448372386188,0.10645970498506394,0.18630448372386188
310,0.26614926246265985,0.18630448372386188,0.07984477873879796,0.18630448372386188
311,0.23953433621639392,0.15968955747759592,0.07984477873879796,0.18630448372386188
312,0.23953433621639392,0.18630448372386188,0.05322985249253197,0.15968955747759592
313,0.23953433621639392,0.18630448372386188,0.05322985249253197,0.15968955747759592
314,0.21291940997012787,0.18630448372386188,0.05322985249253197,0.15968955747759592
315,0.21291940997012787,0.18630448372386188,0.05322985249253197,0.15968955747759592
316,0.21291940997012787,0.15968955747759592,0.07984477873879796,0.13307463123132993
317,0.21291940997012787,0.15968955747759592,0.10645970498506394,0.13307463123132993
318,0.21291940997012787,0.15968955747759592,0.10645970498506394,0.15968955747759592
319,0.21291940997012787,0.15968955747759592,0.10645970498506394,0.15968955747759592
320,0.18630448372386188,0.15968955747759592,0.10645970498506394,0.15968955747759592
321,0.15968955747759592,0.15968955747759592,0.10645970498506394,0.18630448372386188
322,0.18630448372386188,0.18630448372386188,0.10645970498506394,0.18630448372386188
323,0.18630448372386188,0.18630448372386188,0.10645970498506394,0.15968955747759592
324,0.21291940997012787,0.18630448372386188,0.07984477873879796,0.15968955747759592
325,0.18630448372386188,0.21291940997012787,0.10645970498506394,0.15968955747759592
326,0.21291940997012787,0.21291940997012787,0.10645970498506394,0.15968955747759592
327,0.18630448372386188,0.21291940997012787,0.07984477873879796,0.15968955747759592
328,0.21291940997012787,0.21291940997012787,0.07984477873879796,0.15968955747759592
329,0.21291940997012787,0.23953433621639392,0.07984477873879796,0.18630448372386188
330,0.21291940997012787,0.23953433621639392,0.07984477873879796,0.15968955747759592
331,0.21291940997012787,0.26614926246265985,0.07984477873879796,0.15968955747759592
332,0.21291940997012787,0.23953433621639392,0.07984477873879796,0.13307463123132993
333,0.21291940997012787,0.23953433621639392,0.10645970498506394,0.13307463123132993
334,0.21291940997012787,0.23953433621639392,0.10645970498506394,0.13307463123132993
335,0.21291940997012787,0.23953433621639392,0.10645970498506394,0.13307463123132993
336,0.23953433621639392,0.26614926246265985,0.10645970498506394,0.13307463123132993
337,0.21291940997012787,0.26614926246265985,0.10645970498506394,0.13307463123132993
338,0.21291940997012787,0.26614926246265985,0.10645970498506394,0.13307463123132993
339,0.21291940997012787,0.26614926246265985,0.10645970498506394,0.13307463123132993
340,0.18630448372386188,0.26614926246265985,0.13307463123132993,0.15968955747759592
341,0.18630448372386188,0.26614926246265985,0.15968955747759592,0.15968955747759592
342,0.15968955747759592,0.26614926246265985,0.15968955747759592,0.18630448372386188
343,0.15968955747759592,0.26614926246265985,0.15968955747759592,0.18630448372386188
344,0.18630448372386188,0.26614926246265985,0.15968955747759592,0.18630448372386188
345,0.18630448372386188,0.26614926246265985,0.18630448372386188,0.15968955747759592
346,0.18630448372386188,0.26614926246265985,0.21291940997012787,0.15968955747759592
347,0.18630448372386188,0.26614926246265985,0.21291940997012787,0.18630448372386188
348,0.18630448372386188,0.26614926246265985,0.18630448372386188,0.21291940997012787
349,0.18630448372386188,0.26614926246265985,0.18630448372386188,0.18630448372386188
350,0.18630448372386188,0.29276418870892584,0.15968955747759592,0.18630448372386188
351,0.18630448372386188,0.29276418870892584,0.15968955747759592,0.18630448372386188
352,0.18630448372386188,0.26614926246265985,0.15968955747759592,0.15968955747759592
353,0.18630448372386188,0.26614926246265985,0.15968955747759592,0.15968955747759592
354,0.18630448372386188,0.26614926246265985,0.15968955747759592,0.15968955747759592
355,0.15968955747759592,0.26614926246265985,0.13307463123132993,0.13307463123132993
356,0.15968955747759592,0.26614926246265985,0.13307463123132993,0.13307463123132993
357,0.15968955747759592,0.26614926246265985,0.13307463123132993,0.13307463123132993
358,0.15968955747759592,0.26614926246265985,0.10645970498506394,0.15968955747759592
359,0.15968955747759592,0.26614926246265985,0.07984477873879796,0.15968955747759592
360,0.15968955747759592,0.29276418870892584,0.07984477873879796,0.15968955747759592
361,0.15968955747759592,0.29276418870892584,0.05322985249253197,0.18630448372386188
362,0.15968955747759592,0.26614926246265985,0.07984477873879796,0.21291940997012787
363,0.15968955747759592,0.23953433621639392,0.07984477873879796,0.21291940997012787
364,0.15968955747759592,0.23953433621639392,0.07984477873879796,0.21291940997012787
365,0.13307463123132993,0.23953433621639392,0.10645970498506394,0.21291940997012787
366,0.15968955747759592,0.23953433621639392,0.10645970498506394,0.21291940997012787
367,0.18630448372386188,0.23953433621639392,0.10645970498506394,0.21291940997012787
368,0.21291940997012787,0.23953433621639392,0.10645970498506394,0.21291940997012787
