14,06,03,10,13,08,05,12,11,09,02,07,04,01
-25.83,-25.83,-25.83,-25.83,-31.865,-25.83,-25.83,-36.998,-25.83,-25.83,-25.83,-25.83,-25.83,-25.83
-24.969,-24.969,-24.969,-24.969,-29.562,-24.969,-24.969,-34.695,-24.969,-24.969,-24.295,-24.969,-24.295,-24.295
-24.295,-24.295,-24.295,-24.295,-29.13,-24.295,-24.295,-34.264,-24.295,-24.295,-22.76,-24.295,-22.76,-22.76
-23.587,-23.587,-23.587,-23.587,-28.698,-23.587,-23.587,-33.832,-23.587,-23.587,-21.225,-23.587,-21.225,-21.225
-22.76,-22.76,-22.76,-22.76,-28.267,-22.76,-22.76,-33.4,-22.76,-22.76,-19.69,-22.76,-19.69,-19.69
-22.206,-22.206,-22.206,-22.206,-27.835,-22.206,-22.206,-32.969,-22.206,-22.206,-18.155,-22.206,-18.155,-18.155
-21.225,-21.225,-21.225,-21.225,-27.403,-21.225,-21.225,-32.537,-21.225,-21.225,-18.008,-21.225,-18.008,-18.008
-20.824,-20.824,-20.824,-20.824,-26.972,-20.824,-20.824,-32.105,-20.824,-20.824,-16.62,-20.824,-16.62,-16.62
-19.69,-19.69,-19.69,-19.69,-26.54,-19.69,-19.69,-31.673,-19.69,-19.69,-15.085,-19.69,-15.085,-15.085
-19.443,-19.443,-19.443,-19.443,-26.108,-19.443,-19.443,-31.242,-19.443,-19.443,-13.55,-19.443,-13.55,-13.55
-18.155,-18.155,-18.155,-18.155,-25.83,-18.155,-18.155,-30.81,-18.155,-18.155,-12.015,-18.155,-12.015,-12.015
-18.061,-18.061,-18.061,-18.061,-24.969,-18.061,-18.061,-30.378,-18.061,-18.061,,-18.061,,
-18.008,-18.008,-18.008,-18.008,-24.295,-18.008,-18.008,-29.946,-18.008,-18.008,,-18.008,,
-16.62,-16.62,-16.62,-16.62,-23.587,-16.62,-16.62,-29.515,-16.62,-16.62,,-16.62,,
-15.085,-15.085,-15.085,-15.085,-22.76,-15.085,-15.085,-29.083,-15.085,-15.085,,-15.085,,
-13.55,-13.55,-13.55,-13.55,-22.206,-13.55,-13.55,-28.651,-13.55,-13.55,,-13.55,,
-12.015,-12.015,-12.015,-12.015,-21.225,-12.015,-12.015,-28.219,-12.015,-12.015,,-12.015,,
,,,,-20.824,,,-27.788,,,,,,
,,,,-19.69,,,-26.636,,,,,,
,,,,-19.443,,,-25.83,,,,,,
,,,,-18.155,,,-24.969,,,,,,
,,,,-18.061,,,-24.295,,,,,,
,,,,-18.008,,,-23.587,,,,,,
,,,,-16.62,,,-22.76,,,,,,
,,,,-15.085,,,-22.206,,,,,,
,,,,-13.55,,,-21.225,,,,,,
,,,,-12.015,,,-20.824,,,,,,
,,,,,,,-19.69,,,,,,
,,,,,,,-19.443,,,,,,
,,,,,,,-18.155,,,,,,
,,,,,,,-18.061,,,,,,
,,,,,,,-18.008,,,,,,
,,,,,,,-16.62,,,,,,
,,,,,,,-15.085,,,,,,
,,,,,,,-13.55,,,,,,
,,,,,,,-12.015,,,,,,
