#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Time Remaining"
100,-664409.2104843608,1.0744524191815297,417.1651612106032,--
200,-664856.9281545328,1.8758352593020253,417.1651612106032,1:54:51
300,-665282.4112538388,2.409738771275985,417.1651612106032,1:48:11
400,-665703.56523109,2.7951809459800216,417.1651612106032,1:44:45
500,-666025.7129819589,2.8535739113873397,417.1651612106032,1:44:18
600,-666432.913126125,3.121422640450561,417.1651612106032,1:42:56
700,-666840.9388207183,3.376347728495095,417.1651612106032,1:42:57
800,-667138.8104593006,3.2877827951372653,417.1651612106032,1:42:07
900,-667404.3143513366,3.1799204141077575,417.1651612106032,1:41:29
1000,-667639.8222587935,3.0737700688670095,417.1651612106032,2:21:50
1100,-667849.2987941923,2.984302477665938,417.1651612106032,2:17:19
1200,-668087.5301684588,3.038862339024463,417.1651612106032,2:14:11
1300,-668283.9355210206,3.020867106473063,417.1651612106032,2:11:04
1400,-668485.4586903695,3.04803862276929,417.1651612106032,2:08:27
1500,-668682.773480318,3.098730685405449,417.1651612106032,2:06:36
1600,-668828.2643047483,3.0172454773661577,417.1651612106032,2:04:38
1700,-668970.309060917,3.004867241850526,417.1651612106032,2:03:11
1800,-669118.3467797311,3.062420923408262,417.1651612106032,2:01:38
1900,-669261.5797848478,3.1423875564247714,417.1651612106032,2:00:16
2000,-669386.7291214196,3.1567636774602397,417.1651612106032,1:59:19
2100,-669497.7661127786,3.1890215986062262,417.1651612106032,1:58:11
2200,-669603.5029247203,3.2466876666954314,417.1651612106032,1:57:11
2300,-669701.0814314324,3.305956901954723,417.1651612106032,1:56:32
2400,-669782.9986182,3.322529104150702,417.1651612106032,1:55:41
2500,-669841.7180202939,3.337551333088455,417.1651612106032,1:55:09
2600,-669874.8756041816,3.2906598346864264,417.1651612106032,1:54:25
2700,-669912.6388527779,3.344043162012911,417.1651612106032,1:53:45
2800,-669925.7789384592,3.3696706499115945,417.1651612106032,1:53:21
2900,-669962.7449592096,3.45900350342645,417.1651612106032,1:52:46
3000,-669994.2242003072,3.5587088562930913,417.1651612106032,1:52:26
3100,-670029.1354605732,3.651569464697834,417.1651612106032,1:51:54
3200,-670044.8939644103,3.7384061841797642,417.1651612106032,1:51:25
3300,-670049.7127252207,3.767082497262123,417.1651612106032,1:51:09
3400,-670057.1861869828,3.8397227112411283,417.1651612106032,1:50:43
3500,-670070.1146860807,3.9066556715726137,417.1651612106032,1:50:29
3600,-670077.322198567,4.010742486652768,417.1651612106032,1:50:06
3700,-670094.3611924867,4.127404491597444,417.1651612106032,1:49:44
3800,-670091.030551353,4.250900493528879,417.1651612106032,1:49:33
3900,-670058.7694982558,4.30466158594287,417.1651612106032,1:49:13
4000,-670039.3648192803,4.3956389336045305,417.1651612106032,1:49:03
4100,-670047.9087363719,4.52481880174475,417.1651612106032,1:48:45
4200,-670038.648247859,4.614476519930004,417.1651612106032,1:48:29
4300,-670015.9493694636,4.696151408814285,417.1651612106032,1:48:22
4400,-670003.9952786774,4.806355951659351,417.1651612106032,1:48:06
4500,-669967.1897813445,4.852728826230971,417.1651612106032,1:47:59
4600,-669967.5026965025,4.973432997318388,417.1651612106032,1:47:45
4700,-669939.092897515,5.096776335779778,417.1651612106032,1:47:30
4800,-669913.3754890254,5.18780505814981,417.1651612106032,1:47:25
4900,-669898.9627001942,5.309721076756778,417.1651612106032,1:47:12
5000,-669865.7171161028,5.439297499443179,417.1651612106032,1:47:07
5100,-669828.1896968572,5.529781649676816,417.1651612106032,1:46:55
5200,-669851.9922070026,5.7132844602974275,417.1651612106032,1:46:44
5300,-669828.1392756135,5.830402874872535,417.1651612106032,1:46:40
5400,-669807.6496742351,5.930252222977279,417.1651612106032,1:46:29
5500,-669772.5186445555,6.006433854431352,417.1651612106032,1:46:24
5600,-669741.7405699473,6.073029661469512,417.1651612106032,1:46:14
5700,-669717.2308233352,6.198578101117543,417.1651612106032,1:46:04
5800,-669685.1779981814,6.330250689610096,417.1651612106032,1:46:00
5900,-669657.5775435613,6.502969251904082,417.1651612106032,1:45:52
6000,-669630.2309352797,6.570043666479385,417.1651612106032,1:45:49
6100,-669617.2411366832,6.703681147131088,417.1651612106032,1:45:41
6200,-669555.0988067705,6.77233849258389,417.1651612106032,1:45:32
6300,-669555.1454920478,6.964430663720019,417.1651612106032,1:45:29
6400,-669505.1696346209,7.022770646538133,417.1651612106032,1:45:21
6500,-669496.9622097348,7.181947320010253,417.1651612106032,1:45:19
6600,-669488.560471693,7.363423278676883,417.1651612106032,1:45:11
6700,-669445.1890090904,7.4697539531084525,417.1651612106032,1:45:03
6800,-669397.3074017165,7.556636102464424,417.1651612106032,1:45:01
6900,-669392.8248469501,7.686312612298868,417.1651612106032,1:44:54
7000,-669376.396117626,7.836435405293251,417.1651612106032,1:44:52
7100,-669321.4751331129,7.879299602074301,417.1651612106032,1:44:45
7200,-669308.978231716,8.045979327664593,417.1651612106032,1:44:38
7300,-669274.6280323458,8.12802441954996,417.1651612106032,1:44:36
7400,-669274.7014776685,8.352580972572564,417.1651612106032,1:44:30
7500,-669237.7004488877,8.388983017159777,417.1651612106032,1:44:28
7600,-669233.7487830515,8.537785651841972,417.1651612106032,1:44:22
7700,-669192.9373493218,8.646411101814985,417.1651612106032,1:44:16
7800,-669159.7190175604,8.701133290384535,417.1651612106032,1:44:15
7900,-669134.0824761142,8.871695280746978,417.1651612106032,1:44:09
8000,-669092.6111444186,8.903341744787614,417.1651612106032,1:44:08
8100,-669079.6892359038,9.08175422057538,417.1651612106032,1:44:02
8200,-669089.5927820634,9.292106993055242,417.1651612106032,1:43:57
8300,-669053.8859804419,9.442187688316821,417.1651612106032,1:43:56
8400,-669016.1865303703,9.46431669355551,417.1651612106032,1:43:51
8500,-668992.7391757914,9.555209350734762,417.1651612106032,1:43:50
8600,-668973.1157056428,9.636080248659834,417.1651612106032,1:43:45
8700,-668959.5139050251,9.730440288014803,417.1651612106032,1:43:41
8800,-668936.9134549187,9.92190703471413,417.1651612106032,1:43:40
8900,-668894.2463629998,9.9957827632364,417.1651612106032,1:43:35
9000,-668878.6736715427,10.140999831925818,417.1651612106032,1:43:35
9100,-668835.2646774882,10.239259477063792,417.1651612106032,1:43:30
9200,-668795.252046658,10.345668556274939,417.1651612106032,1:44:16
9300,-668783.4888611059,10.489376426558175,417.1651612106032,1:44:16
9400,-668755.0462796334,10.666720579178714,417.1651612106032,1:44:11
9500,-668718.5683693266,10.730346303292945,417.1651612106032,1:44:10
9600,-668676.9676258303,10.845163756378337,417.1651612106032,1:44:05
9700,-668664.5015452038,10.936728611763895,417.1651612106032,1:44:02
9800,-668610.6648114659,11.04088645886958,417.1651612106032,1:44:01
