#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Time Remaining"
100,-726808.2531353035,0.7893641107294395,450.40446844901965,--
200,-727199.9010411019,1.4793030195099934,450.40446844901965,1:53:44
300,-727617.9602539479,2.0230095672640704,450.40446844901965,1:51:19
400,-728009.2337688613,2.3767387039001147,450.40446844901965,1:51:19
500,-728364.8490273072,2.580373027643364,450.40446844901965,1:49:22
600,-728684.8166693766,2.673214007652758,450.40446844901965,1:49:25
700,-729046.0656765988,2.8370812765423294,450.40446844901965,1:48:31
800,-729349.6166726276,2.8896587342766065,450.40446844901965,1:47:49
900,-729662.4438464241,2.979995780900065,450.40446844901965,1:48:06
1000,-729879.1934436972,2.863652972732969,450.40446844901965,2:28:26
1100,-730090.2670336734,2.806489700045096,450.40446844901965,2:24:28
1200,-730302.1290392631,2.828553919141354,450.40446844901965,2:20:45
1300,-730504.6403063342,2.83214273966745,450.40446844901965,2:17:37
1400,-730702.0516246338,2.878654306648125,450.40446844901965,2:15:25
1500,-730872.8741120191,2.8879043487569183,450.40446844901965,2:13:09
1600,-731043.1271724897,2.937904000072584,450.40446844901965,2:11:34
1700,-731163.7356153831,2.881775211686706,450.40446844901965,2:09:48
1800,-731290.2452415365,2.9101910839942717,450.40446844901965,2:08:15
1900,-731429.8841415015,2.972377857951848,450.40446844901965,2:07:10
2000,-731523.7769565722,2.95780685639391,450.40446844901965,2:05:56
2100,-731608.9413179546,2.955112052754575,450.40446844901965,2:05:04
2200,-731702.4810067108,3.0436117320952816,450.40446844901965,2:04:02
2300,-731728.7441685996,2.9820508080885286,450.40446844901965,2:03:05
2400,-731794.4406970525,3.049587984507739,450.40446844901965,2:02:32
2500,-731817.443784547,3.0793514016069228,450.40446844901965,2:01:44
2600,-731852.0082054944,3.128188145451173,450.40446844901965,2:01:13
2700,-731864.7334040506,3.1807545908665364,450.40446844901965,2:00:31
2800,-731868.2725984917,3.235583447062536,450.40446844901965,1:59:53
2900,-731864.0150796792,3.2543376328540123,450.40446844901965,1:59:29
3000,-731855.495639096,3.3304554482585242,450.40446844901965,1:58:55
3100,-731862.0016886485,3.4239081288571964,450.40446844901965,1:58:36
3200,-731861.1789524679,3.513677446970223,450.40446844901965,1:58:06
3300,-731858.3850542172,3.6401542659274626,450.40446844901965,1:57:39
3400,-731857.8173611849,3.7550693648285614,450.40446844901965,1:57:23
3500,-731839.5881197306,3.8318854129727944,450.40446844901965,1:56:58
3600,-731833.7614494122,3.942661569005406,450.40446844901965,1:56:45
3700,-731820.9730247359,4.020099179743312,450.40446844901965,1:56:24
3800,-731794.0948777203,4.093235407019707,450.40446844901965,1:56:03
3900,-731768.1264862092,4.171650682982702,450.40446844901965,1:55:52
4000,-731761.0472863717,4.306359585078101,450.40446844901965,1:55:33
4100,-731734.0243523344,4.425433129094809,450.40446844901965,1:55:23
4200,-731702.0242068593,4.52961269340671,450.40446844901965,1:55:06
4300,-731669.8716796655,4.612123992618896,450.40446844901965,1:54:50
4400,-731638.3681566536,4.714627136276795,450.40446844901965,1:54:42
4500,-731613.0904163029,4.827517424043285,450.40446844901965,1:54:27
4600,-731588.0081267683,4.937899132319509,450.40446844901965,1:54:20
4700,-731550.8837605757,5.0050836913326675,450.40446844901965,1:54:06
4800,-731519.4061140739,5.120841371650718,450.40446844901965,1:53:52
4900,-731502.5448789662,5.2590718381953065,450.40446844901965,1:53:46
5000,-731452.0470738981,5.358853918001766,450.40446844901965,1:53:34
5100,-731425.5785232286,5.492185550944759,450.40446844901965,1:53:29
5200,-731387.8320505419,5.610230168483544,450.40446844901965,1:53:17
5300,-731347.7772186832,5.721894982492085,450.40446844901965,1:53:06
5400,-731304.596546951,5.8269562572154525,450.40446844901965,1:53:02
5500,-731268.1958368577,5.954460968344143,450.40446844901965,1:52:51
5600,-731248.1891511877,6.06579263037691,450.40446844901965,1:52:48
5700,-731213.2223165766,6.228769733704656,450.40446844901965,1:52:38
5800,-731178.8073267806,6.323761524094211,450.40446844901965,1:52:30
5900,-731162.5526716744,6.457870003554007,450.40446844901965,1:52:27
6000,-731137.3384720897,6.599371453221782,450.40446844901965,1:52:18
6100,-731130.291580705,6.7522504599600675,450.40446844901965,1:52:15
6200,-731092.1539277202,6.820408399555413,450.40446844901965,1:52:06
6300,-731053.0224626232,6.933351012310785,450.40446844901965,1:51:58
6400,-730999.7615195652,7.030086581731377,450.40446844901965,1:51:56
6500,-730995.94762719,7.202009180121706,450.40446844901965,1:51:49
6600,-730955.0338856652,7.283606223874125,450.40446844901965,1:51:47
6700,-730941.9880480971,7.4194066287319815,450.40446844901965,1:51:39
6800,-730903.1110862098,7.526369196506008,450.40446844901965,1:51:32
6900,-730871.8804565023,7.62852972506602,450.40446844901965,1:51:30
7000,-730846.6025831862,7.7737113458394616,450.40446844901965,1:51:23
7100,-730790.9713315375,7.823112371548025,450.40446844901965,1:51:21
7200,-730774.5783463866,7.941850341076137,450.40446844901965,1:51:15
7300,-730728.9101236253,8.06180440681469,450.40446844901965,1:51:08
7400,-730695.6202874761,8.2226182744036,450.40446844901965,1:51:07
7500,-730631.8026754842,8.287956908955579,450.40446844901965,1:51:01
7600,-730585.9844700838,8.410736758151659,450.40446844901965,1:51:00
7700,-730573.5239200862,8.55155533218649,450.40446844901965,1:50:54
7800,-730519.722386414,8.658052977849218,450.40446844901965,1:50:48
7900,-730473.7168062914,8.724131081205789,450.40446844901965,1:50:47
8000,-730479.1219592425,8.948203550169676,450.40446844901965,1:50:42
8100,-730409.6636531691,9.029954044466324,450.40446844901965,1:50:41
8200,-730372.8363499632,9.188951750683085,450.40446844901965,1:50:36
8300,-730342.9165354655,9.33864571006752,450.40446844901965,1:50:31
8400,-730282.4792655967,9.412466007977834,450.40446844901965,1:50:29
8500,-730234.7083847667,9.465339070114654,450.40446844901965,1:50:24
8600,-730222.3548279465,9.582850513904075,450.40446844901965,1:50:24
8700,-730187.7624115492,9.716627377941707,450.40446844901965,1:50:19
8800,-730152.344108127,9.86190167444549,450.40446844901965,1:50:14
