Bs_trans-4-methylcyclohexanol,Mean_fit_trans-4-methylcyclohexanol,Bs_cycloheptanol,Mean_fit_cycloheptanol,Bs_cyclooctanol,Mean_fit_cyclooctanol,Bs_cis-4-methylcyclohexanol,Mean_fit_cis-4-methylcyclohexanol,Bs_1-methylcyclohexanol,Mean_fit_1-methylcyclohexanol,Bs_cyclopentanol,Mean_fit_cyclopentanol,Bs_benzothiazole,Mean_fit_benzothiazole,Bs_thianaphthene,Mean_fit_thianaphthene,Bs_4-fluorophenol,Mean_fit_4-fluorophenol,Bs_quinoline,Mean_fit_quinoline,Bs_benzonitrile,Mean_fit_benzonitrile,Bs_m-cresol,Mean_fit_m-cresol,Bs_p-cresol,Mean_fit_p-cresol,Bs_aniline,Mean_fit_aniline,Bs_benzaldehyde,Mean_fit_benzaldehyde,Bs_2-butanol,Mean_fit_2-butanol,Bs_cyclobutanol,Mean_fit_cyclobutanol,Bs_2-propanol,Mean_fit_2-propanol,Bs_1-propanol,Mean_fit_1-propanol,Bs_acetone,Mean_fit_acetone,Bs_ethanol,Mean_fit_ethanol,Bs_acetaldehyde,Mean_fit_acetaldehyde
-20.49561204013378,0.02844423589401719,-20.95161204013378,6.673925504560717e-20,-21.13761204013378,0.0038481722816720155,-19.92161204013378,0.0011450936123838687,-19.66861204013378,0.00047653490639158627,-18.71661204013378,0.019150763127741714,-25.519426353182908,8.457122883160301e-06,-24.71488412524498,1.4689540745103849e-06,-23.909190282787833,0.0002746011484392541,-25.90781726829941,4.875111591493752e-06,-23.357946477751966,3.0421989526401775e-05,-26.78591846769323,2.8129516333493e-06,-27.15742282128292,8.079901028792237e-06,-24.787291482181658,4.124852658769963e-06,-24.02739621347547,3.2981782913254194e-05,-21.03847482323112,4.700361614108742e-06,-15.06361204013378,0.01589587241443307,-19.090507522299962,7.211932624755642e-06,-19.02296127619275,3.0447546123782114e-05,-19.19182689146079,4.680007526101744e-06,-17.159426782895608,8.88504796633835e-05,-17.024334290681175,1.0756340604435363e-06
-20.390217391304347,0.03110983940778182,-20.84621739130435,1.987694859283444e-19,-21.03221739130435,0.004365977714872853,-19.81621739130435,0.0013355932486954643,-19.56321739130435,0.0005526796284674033,-18.611217391304347,0.021169124781482286,-25.375527186193143,9.95118489799025e-06,-24.57098495825521,1.7045397577060723e-06,-23.765291115798068,0.00031431244754651945,-25.763918101309642,5.715313796780059e-06,-23.2140473107622,3.479466735716619e-05,-26.64201930070346,3.306276924124756e-06,-27.013523654293152,9.347807991803029e-06,-24.64339231519189,4.8750706336959864e-06,-23.8834970464857,3.787377650673294e-05,-20.89457565624135,5.5317339499098075e-06,-14.958217391304348,0.01740388700242277,-18.946608355310197,8.631946331184494e-06,-18.879062109202984,3.5372991959520905e-05,-19.047927724471023,5.500421920767826e-06,-17.01552761590584,0.0001027407219323112,-16.880435123691406,1.294462291249503e-06
-20.284822742474915,0.034016499265465655,-20.74082274247492,5.919950486294666e-19,-20.92682274247492,0.004953111981673384,-19.710822742474917,0.0015577352903518515,-19.457822742474917,0.0006409835867620343,-18.505822742474916,0.023395134359614447,-25.231628019203377,1.1709189532227905e-05,-24.42708579126544,1.9779077686917053e-06,-23.621391948808302,0.00035976450843085053,-25.620018934319873,6.700319870136697e-06,-23.070148143772435,3.97958231664462e-05,-26.49812013371369,3.88611948518188e-06,-26.869624487303383,1.081467415931905e-05,-24.49949314820212,5.761735607724321e-06,-23.739597879495932,4.349133913721178e-05,-20.750676489251582,6.5101535807427764e-06,-14.852822742474917,0.019052194702363502,-18.802709188320428,1.0331554731333207e-05,-18.735162942213215,4.109518573619162e-05,-18.904028557481254,6.464655619991036e-06,-16.87162844891607,0.000118802206353503,-16.736535956701637,1.5578091197474385e-06
-20.179428093645484,0.03718431207110348,-20.635428093645487,1.7631385218158728e-18,-20.821428093645487,0.005618758151254188,-19.605428093645486,0.0018167578082430565,-19.352428093645486,0.000743385747391531,-18.400428093645484,0.025849035433776486,-25.08772885221361,1.3777763987444e-05,-24.283186624275675,2.2951174663131586e-06,-23.477492781818533,0.0004117865886750634,-25.476119767330108,7.855085536353838e-06,-22.926248976782666,4.5515779380159925e-05,-26.354220966723926,4.5676522154534365e-06,-26.725725320313618,1.2511719362777736e-05,-24.355593981212355,6.809663767791966e-06,-23.595698712506167,4.9942075449736225e-05,-20.606777322261816,7.66162882996078e-06,-14.747428093645485,0.02085329919141763,-18.65881002133066,1.2365807588478866e-05,-18.591263775223446,4.774299921523204e-05,-18.760129390491485,7.597919909218264e-06,-16.727729281926305,0.000137374241943796,-16.59263678971187,1.8747314154745258e-06
-20.074033444816052,0.04063472031779962,-20.530033444816056,5.2511544721665576e-18,-20.716033444816055,0.0063732872011581405,-19.500033444816054,0.0021187595731096726,-19.247033444816054,0.0008621333440268933,-18.295033444816056,0.02855279945790891,-24.94382968522384,1.6211772010372548e-05,-24.13928745728591,2.663199973011359e-06,-23.333593614828764,0.0004713275340609697,-25.332220600340342,9.2088672928117e-06,-22.782349809792898,5.205783683950263e-05,-26.21032179973416,5.368708900276078e-06,-26.581826153323853,1.447506207017137e-05,-24.21169481422259,8.04818460083788e-06,-23.4517995455164,5.734954506287123e-05,-20.46287815527205,9.016767983224918e-06,-14.642033444816056,0.022820710488488445,-18.51491085434089,1.4800592944962282e-05,-18.447364608233677,5.546614480242258e-05,-18.616230223501717,8.929845435201758e-06,-16.58383011493654,0.00015884913363179015,-16.448737622722103,2.256128564795932e-06
-19.96863879598662,0.04439053756035355,-20.424638795986624,1.5639510423806793e-17,-20.610638795986624,0.007228403531530428,-19.394638795986623,0.0024708391757390516,-19.141638795986623,0.0009998305676426822,-18.189638795986625,0.03153021884090742,-24.79993051823407,1.9075768676388084e-05,-23.99538829029614,3.0903140173256196e-06,-23.189694447838995,0.0005394729629059856,-25.188321433350573,1.0795963536991987e-05,-22.63845064280313,5.9540138935729074e-05,-26.06642263274439,6.31025083502063e-06,-26.437926986334084,1.6746487937134956e-05,-24.06779564723282,9.511961674922428e-06,-23.307900378526632,6.585562725581557e-05,-20.318978988282282,1.0611592806229127e-05,-14.536638795986624,0.024969004490239158,-18.371011687351125,1.7714770744849437e-05,-18.30346544124391,6.443854441624238e-05,-18.47233105651195,1.0495256837446966e-05,-16.43993094794677,0.00018368044968840617,-16.304838455732337,2.7151173036953504e-06
-19.86324414715719,0.04847595938552943,-20.319244147157193,4.65791451370972e-17,-20.505244147157192,0.008197305950980198,-19.28924414715719,0.0028812558021670247,-19.03624414715719,0.0011594948360565747,-18.084244147157193,0.03480699212619065,-24.656031351244305,2.2445712057190798e-05,-23.851489123306372,3.585926767906662e-06,-23.04579528084923,0.0006174649006048132,-25.044422266360804,1.2656583389186342e-05,-22.494551475813363,6.809780327161895e-05,-25.922523465754622,7.416915270576735e-06,-26.294027819344315,1.9374338908403116e-05,-23.92389648024305,1.1241962666719077e-05,-23.164001211536863,7.562323580052409e-05,-20.175079821292513,1.2488495914540052e-05,-14.431244147157193,0.02731388155078079,-18.22711252036136,2.1202726380229547e-05,-18.159566274254146,7.486224244057792e-05,-18.328431889522186,1.2335083138417032e-05,-16.296031780957,0.00021239257555594646,-16.16093928874257,3.267482801951228e-06
-19.757849498327758,0.05291655670449219,-20.21384949832776,1.3872664187749209e-16,-20.39984949832776,0.009294865079160108,-19.18384949832776,0.0033596147324120268,-18.93084949832776,0.001344621784963073,-17.97884949832776,0.03841079738975273,-24.51213218425454,2.641097710707019e-05,-23.707589956316607,4.161023666402004e-06,-22.901896113859465,0.0007067242077963764,-24.90052309937104,1.4837865204962237e-05,-22.350652308823598,7.788535917357434e-05,-25.778624298764857,8.717660025331606e-06,-26.15012865235455,2.24145417688941e-05,-23.779997313253286,1.3286605765790103e-05,-23.020102044547098,8.683943568197388e-05,-20.031180654302748,1.4697367424427169e-05,-14.325849498327761,0.029872222922575936,-18.08321335337159,2.537742676362593e-05,-18.015667107264377,8.697195046207718e-05,-18.184532722532417,1.4497427677523467e-05,-16.152132613967236,0.0002455917531134791,-16.0170401217528,3.932221509089871e-06
-19.652454849498326,0.05773924745134077,-20.10845484949833,4.1316947981680565e-16,-20.29445484949833,0.010537817937076319,-19.07845484949833,0.003917080953656695,-18.82545484949833,0.001559260280764674,-17.87345484949833,0.04237134917493148,-24.36823301726477,3.107672509263282e-05,-23.563690789326838,4.828351909023317e-06,-22.757996946869696,0.0008088761918559971,-24.75662393238127,1.7395070557675827e-05,-22.20675314183383,8.90795348468795e-05,-25.634725131775088,1.0246521122083613e-05,-26.00622948536478,2.5931798003371343e-05,-23.636098146263517,1.570311451482634e-05,-22.87620287755733,9.971902106305733e-05,-19.88728148731298,1.729692080552509e-05,-14.22045484949833,0.03266214361661293,-17.93931418638182,3.0374077758665606e-05,-17.87176794027461,0.00010104032556881133,-18.040633555542648,1.7038825538228057e-05,-16.008233446977467,0.000283978834832902,-15.873140954763034,4.732194426932575e-06
-19.547060200668895,0.06297224233837798,-20.003060200668898,1.230542430363463e-15,-20.189060200668898,0.01194498022414622,-18.973060200668897,0.004566624590045063,-18.720060200668897,0.0018080989313549321,-17.7680602006689,0.046720433407347495,-24.224333850275002,3.6566691285940514e-05,-23.419791622337073,5.602702972002651e-06,-22.614097779879927,0.0009257798433435868,-24.612724765391505,2.039298390765284e-05,-22.06285397484406,0.00010188244420896396,-25.490825964785323,1.2043503262262818e-05,-25.862330318375015,3.000096024572388e-05,-23.492198979273752,1.855911896798876e-05,-22.732303710567564,0.00011450862257356491,-19.743382320323214,2.0356253140432393e-05,-14.115060200668898,0.03570303994599781,-17.795415019392053,3.635450121142171e-05,-17.72786877328484,0.00011738410030159674,-17.89673438855288,2.0025721309872012e-05,-15.8643342799877,0.0003283640172160218,-15.729241787773267,5.694913269258517e-06
-19.441665551839463,0.06864495991519372,-19.897665551839467,3.664923831247647e-15,-20.083665551839466,0.013537476381889839,-18.867665551839465,0.0053233021280127395,-18.614665551839465,0.0020965657641570335,-17.662665551839467,0.05149191379104244,-24.080434683285233,4.302646468600976e-05,-23.275892455347304,6.501240440974256e-06,-22.470198612890158,0.0010595611971192828,-24.468825598401736,2.3907553373031703e-05,-21.91895480785429,0.00011652523055895996,-25.346926797795554,1.415562642080467e-05,-25.718431151385246,3.4708624555280045e-05,-23.348299812283983,2.1934547928378668e-05,-22.588404543577795,0.00013149142199372885,-19.599483153333445,2.3956681212197137e-05,-14.009665551839467,0.03901562968840994,-17.651515852402287,4.3512373035480394e-05,-17.583969606295074,0.00013637120125088305,-17.752835221563114,2.353620577298523e-05,-15.720435112997933,0.000379683857985929,-15.585342620783498,6.853486536344437e-06
-19.336270903010032,0.07478790583401271,-19.792270903010035,1.091524059424727e-14,-19.978270903010035,0.015338986982363276,-18.762270903010034,0.006204577624355922,-18.509270903010034,0.0024309429503359308,-17.557270903010036,0.056721702200835465,-23.936535516295468,5.062734651628213e-05,-23.131993288357535,7.543880407695015e-06,-22.326299445900393,0.0012126513825434396,-24.324926431411967,2.8027814108051288e-05,-21.775055640864526,0.00013327223236811857,-25.203027630805785,1.6638155923325408e-05,-25.574531984395477,4.0154972331119044e-05,-23.204400645294214,2.5923865151283403e-05,-22.444505376588026,0.00015099256384160654,-19.455583986343676,2.8193902151647914e-05,-13.904270903010035,0.042621982440513795,-17.507616685412522,5.207949155378554e-05,-17.44007043930531,0.0001584290151807384,-17.60893605457335,2.7662056847610597e-05,-15.576535946008166,0.0004390209274348896,-15.441443453793731,8.24775802757875e-06
-19.2308762541806,0.08143251097481172,-19.686876254180603,3.2508854949310464e-14,-19.872876254180603,0.01737601221259231,-18.656876254180602,0.007230688175943495,-18.403876254180602,0.0028184986780481185,-17.451876254180604,0.06244768459359106,-23.792636349305702,5.9570889503081374e-05,-22.98809412136777,8.75373286160876e-06,-22.182400278910627,0.0013878299989271766,-24.1810272644222,3.285814293027616e-05,-21.63115647387476,0.00015242574574244423,-25.05912846381602,1.955604815886662e-05,-25.430632817405712,4.645590096171557e-05,-23.06050147830445,3.0638711997219e-05,-22.30060620959826,0.0001733853664642127,-19.31168481935391,3.3180535974782755e-05,-13.798876254180604,0.046545537344640765,-17.363717518422753,6.233327847016707e-05,-17.29617127231554,0.0001840539868957017,-17.46503688758358,3.251113807307329e-05,-15.432636779018399,0.0005076264968792087,-15.297544286803964,9.925676927381061e-06
-19.12548160535117,0.08861092297516618,-19.581481605351172,9.682110449056448e-14,-19.767481605351172,0.019678149204674342,-18.55148160535117,0.008425057838265616,-18.29848160535117,0.0032676385118670832,-17.346481605351173,0.06870959301608992,-23.648737182315934,7.009423786684366e-05,-22.844194954378004,1.0157613854270315e-05,-22.03850111192086,0.0015882745315108546,-24.037128097432436,3.852090119716144e-05,-21.48725730688499,0.00017433146867164732,-24.915229296826254,2.298564971076495e-05,-25.286733650415947,5.374548841661595e-05,-22.916602311314684,3.6211030353161786e-05,-22.156707042608495,0.00019909845020538698,-19.167785652364145,3.904911745132751e-05,-13.693481605351172,0.05081110495084212,-17.219818351432984,7.460575448126661e-05,-17.15227210532577,0.00021382276237030947,-17.32113772059381,3.8210217199143255e-05,-15.288737612028632,0.0005869467271861716,-15.153645119814197,1.1944946554820998e-05
-19.020086956521737,0.09635574579427947,-19.47608695652174,2.883622412843688e-13,-19.66208695652174,0.022278379628191423,-18.44608695652174,0.009814763813827619,-18.19308695652174,0.0037880788134862665,-17.24108695652174,0.07554881346271455,-23.504838015326165,8.247640901562949e-05,-22.700295787388235,1.1786639781377233e-05,-21.89460194493109,0.0018176166098765021,-23.893228930442667,4.515953272281634e-05,-21.343358139895223,0.00019938472421245453,-24.771330129836485,2.7016694301060238e-05,-25.142834483426178,6.217884404616065e-05,-22.772703144324915,4.2796753024259255e-05,-22.012807875618726,0.00022862391733938478,-19.023886485374376,4.595561663353106e-05,-13.58808695652174,0.055444849545290144,-17.075919184443215,8.929427889158373e-05,-17.008372938336002,0.00024840512453230823,-17.17723855360404,4.4908278402254854e-05,-15.144838445038863,0.0006786528887365618,-15.00974595282443,1.4375008437960419e-05
-18.914692307692306,0.10469972227790908,-19.37069230769231,8.588291017338738e-13,-19.55669230769231,0.025213362254510235,-18.340692307692308,0.011431057968801808,-18.087692307692308,0.004391045030170988,-17.13569230769231,0.08300811872773953,-23.3609388483364,9.704568265835052e-05,-22.556396620398466,1.3676916944660955e-05,-21.750702777941324,0.0020800060047553737,-23.7493297634529,5.2942194991153373e-05,-21.199458972905457,0.0002280375734564206,-24.627430962846717,3.175464971137024e-05,-24.99893531643641,7.193540601062716e-05,-22.628803977335146,5.0580164599767424e-05,-21.868908708628958,0.00026252673801119736,-18.879987318384607,5.4083581349244023e-05,-13.482692307692309,0.060474247842912394,-16.93202001745345,0.00010687439914040598,-16.864473771346237,0.0002885790082073832,-17.033339386614276,5.27804144768742e-05,-15.000939278049096,0.0007846762219461228,-14.865846785834663,1.729942988737836e-05
-18.809297658862874,0.11367535534590185,-19.265297658862877,2.5578502327452945e-12,-19.451297658862877,0.02852372305540253,-18.235297658862876,0.013309945416970777,-17.982297658862876,0.005089497866949652,-17.030297658862878,0.0911313151243747,-23.21703968134663,0.0001141882920825042,-22.412497453408697,1.587034166420865e-05,-21.606803610951555,0.0023801833602234324,-23.60543059646313,6.206601534579847e-05,-21.05555980591569,0.00026080694472356916,-24.483531795856948,3.7323475965894303e-05,-24.85503614944664,8.32227551796194e-05,-22.484904810345377,5.977905444905697e-05,-21.72500954163919,0.00030145551874131185,-18.73608815139484,6.364901138844914e-05,-13.377297658862878,0.06592801952735113,-16.788120850463685,0.00012791522364384757,-16.72057460435647,0.0003352479258628923,-16.88944021962451,6.203240041946482e-05,-14.857040111059328,0.0009072481356112575,-14.721947618844894,2.0818777092907695e-05
-18.703903010033443,0.12331446446377912,-19.159903010033446,7.618043915750484e-12,-19.345903010033446,0.03225433274625583,-18.129903010033445,0.015492819826953323,-17.876903010033445,0.005898390524259131,-16.924903010033447,0.09996279214986487,-23.073140514356865,0.0001343586464010137,-22.268598286418932,1.841552865733053e-05,-21.46290444396179,0.0027235627653265106,-23.461531429473364,7.27620795513714e-05,-20.911660638925923,0.0002982839231502906,-24.339632628867182,4.386886677515533e-05,-24.711136982456875,9.62810262191213e-05,-22.34100564335561,7.065080551549317e-05,-21.581110374649423,0.00034615485550123137,-18.592188984405073,7.490609341269486e-05,-13.271903010033446,0.07183602475037437,-16.644221683473916,0.0001530978118737209,-16.576675437366703,0.0003894611877936866,-16.745541052634742,7.290606750451319e-05,-14.713140944069561,0.0010489465399020792,-14.578048451855127,2.5054072425830765e-05
-18.59850836120401,0.13364767554847687,-19.054508361204014,2.2688815927832692e-11,-19.240508361204014,0.03645455847042876,-18.024508361204013,0.018027152000941828,-17.771508361204013,0.0068349602738701975,-16.819508361204015,0.1095469650285852,-22.929241347367096,0.00015809135251741496,-22.124699119429167,2.1368888236629687e-05,-21.31900527697202,0.0031163253805793017,-23.3176322624836,8.530127851090791e-05,-20.767761471936154,0.00034114436497776767,-24.195733461877417,5.156205881744373e-05,-24.56723781546711,0.00011138800913895466,-22.197106476365846,8.349958854602304e-05,-21.437211207659658,0.000397479502354606,-18.448289817415308,8.815394828933823e-05,-13.166508361204015,0.078229123408332,-16.500322516484147,0.00018323717158738728,-16.432776270376934,0.00045243736023938724,-16.601641885644973,8.568561769692695e-05,-14.569241777079794,0.0012127492228019613,-14.43414928486536,3.0150954663027468e-05
-18.49311371237458,0.1447038444507044,-18.949113712374583,6.757408776909279e-11,-19.135113712374583,0.04117847250904203,-17.919113712374582,0.020967223819891558,-17.66611371237458,0.007919057619980572,-16.714113712374584,0.11992760174405313,-22.785342180377327,0.00018601535237691957,-21.980799952439398,2.4795876169752936e-05,-21.175106109982252,0.003565525447909271,-23.17373309549383,0.000100001160439356,-20.623862304946385,0.0003901610237001444,-24.051834294887648,6.060430820072012e-05,-24.42333864847734,0.00012886504906137213,-22.053207309376077,9.868486202425981e-05,-21.29331204066989,0.000456410619638082,-18.30439065042554,0.0001037445691775911,-13.061113712374583,0.08513899083542711,-16.35642334949438,0.00021930856747187646,-16.28887710338717,0.0005255914736792356,-16.457742718655208,0.00010070504257570265,-14.425342610090027,0.001402095304089485,-14.290250117875592,3.628468494087795e-05
-18.38771906354515,0.15650941668921084,-18.84371906354515,2.0125586773429176e-10,-19.02971906354515,0.04648499648818264,-17.81371906354515,0.02437489347012189,-17.56071906354515,0.009173516091954518,-16.608719063545152,0.13114702886049887,-22.641443013387562,0.00021887054590702916,-21.83690078544963,2.877244385853958e-05,-21.031206942992487,0.004079210123547812,-23.02983392850406,0.0001172339609552072,-20.47996313795662,0.0004462174011352111,-23.90793512789788,7.123215077754763e-05,-24.27943948148757,0.00014908386868277607,-21.90930814238631,0.0001166314141871567,-21.14941287368012,0.0005240744031201294,-18.16049148343577,0.00012209215994807797,-12.955719063545152,0.09259788454061949,-16.212524182504612,0.00026247898155132776,-16.1449779363974,0.0006105665723920369,-16.31384355166544,0.00011835683946927227,-14.281443443100258,0.0016209559402820869,-14.146350950885825,4.3666170212075525e-05
-18.282324414715717,0.16908772919410459,-18.73832441471572,5.994002379310957e-10,-18.92432441471572,0.05243795459892158,-17.70832441471572,0.028320369526966566,-17.45532441471572,0.010624565263880455,-16.50332441471572,0.14324521430514914,-22.497543846397797,0.00025752733422472425,-21.69300161845986,3.338672091943776e-05,-20.88730777600272,0.004666554676463253,-22.885934761514292,0.00013743601296714608,-20.336063970966855,0.0005103235658012134,-23.76403596090811,8.37235833193821e-05,-24.135540314497803,0.00017247445716703124,-21.76540897539654,0.00013784122606203594,-21.00551370669035,0.0006017634380620132,-18.016592316446,0.0001436841201902228,-12.85032441471572,0.10063835682249427,-16.068625015514847,0.00031414472747364874,-16.001078769407634,0.0007092702865668706,-16.169944384675674,0.00013910225093201944,-14.137544276110491,0.0018739156076811642,-14.002451783896058,5.2549210797324184e-05
-18.176929765886285,0.18245826341622215,-18.63292976588629,1.7851933908491442e-09,-18.81892976588629,0.059106003986100615,-17.602929765886287,0.03288296051344786,-17.349929765886287,0.012302288793837664,-16.39792976588629,0.1562587304645644,-22.353644679408028,0.0003030095927132003,-21.549102451470095,3.8740967376759744e-05,-20.743408609012953,0.005338014682285052,-22.742035594524527,0.00016111877260166127,-20.192164803977086,0.0005836342141194332,-23.620136793918345,9.840532640761855e-05,-23.991641147508037,0.0001995341914087853,-21.621509808406774,0.0001629074845848888,-20.861614539700586,0.000690961170188685,-17.872693149456236,0.00016909396606816846,-12.744929765886289,0.10929290858616324,-15.924725848525078,0.0003759764128173598,-15.857179602417865,0.0008239172111596027,-16.026045217685905,0.0001634832928468163,-13.993645109120724,0.002166265458618713,-13.858552616906291,6.323922046943592e-05
-18.071535117056854,0.19663586319517282,-18.527535117056857,5.316840457480381e-09,-18.713535117056857,0.06656240496133153,-17.497535117056856,0.038151752541537125,-17.244535117056856,0.014241127993729388,-16.292535117056858,0.17021960750225967,-22.20974551241826,0.000356521671181577,-21.40520328448033,4.49538386273718e-05,-20.599509442023184,0.0061054969034552995,-22.59813642753476,0.00018888173755173752,-20.048265636987317,0.000667469287339947,-23.47623762692858,0.00011566135786547132,-23.847741980518272,0.0002308383811687296,-21.47761064141701,0.00019253113386055889,-20.71771537271082,0.000793369939867537,-17.72879398246647,0.0001989965266878123,-12.639535117056857,0.11859358052362635,-15.780826681535311,0.0004499726711152927,-15.713280435428098,0.0009570779927184127,-15.882146050696138,0.00019213688227290383,-13.849745942130957,0.002504110427255655,-13.714653449916522,7.610371778365012e-05
-17.966140468227422,0.2116299351064084,-18.422140468227425,1.5835142790524032e-08,-18.608140468227425,0.07488458847603681,-17.392140468227424,0.04422615025983593,-17.139140468227424,0.01648042951619074,-16.187140468227426,0.18515409468257313,-22.06584634542849,0.00041948012048303475,-21.26130411749056,5.216301322898303e-05,-20.455610275033415,0.006982550565967061,-22.454237260544993,0.00022142758106046817,-19.904366469997548,0.0007633374991584752,-23.33233845993881,0.0001359429383331828,-23.703842813528503,0.0002670524589970349,-21.33371147442724,0.00022754042201955272,-20.57381620572105,0.0009109430869191938,-17.5848948154767,0.0002341858146618516,-12.534140468227426,0.1285714790691256,-15.636927514545544,0.0005385243543955795,-15.569381268438331,0.0011117361579631847,-15.73824688370637,0.0002258114297726997,-13.70584677514119,0.002894491953720539,-13.570754282926755,9.158494775337246e-05
-17.86074581939799,0.22744365341524944,-18.316745819397994,4.716179542791559e-08,-18.502745819397994,0.08415347397482603,-17.286745819397993,0.05121619551029591,-17.033745819397993,0.01906503297779085,-16.081745819397995,0.2010813564923358,-21.921947178438725,0.0004935509638975825,-21.11740495050079,6.052824155361648e-05,-20.31171110804365,0.007984580702138162,-22.310338093555224,0.00025957987936033153,-19.760467303007783,0.00087296317622334,-23.18843929294904,0.00015978038898770583,-23.559943646538734,0.00030894606967654464,-21.18981230743747,0.0002689139826723942,-20.429917038731283,0.0010459217020795466,-17.440995648486933,0.00027559603861948556,-12.428745819397994,0.13925623626306585,-15.493028347555775,0.0006444911944756042,-15.425482101448562,0.0012913538673450346,-15.594347716716602,0.00026538632361191856,-13.56194760815142,0.003345528395268184,-13.426855115936988,0.00011021506546822272
-17.75535117056856,0.24407319597094293,-18.211351170568562,1.4046193580723268e-07,-18.397351170568562,0.0944524881976286,-17.18135117056856,0.05924255424125761,-16.92835117056856,0.02204589048668352,-15.976351170568561,0.21801214010927022,-21.77804801144896,0.0005806934697594298,-20.973505783511023,7.023488260550481e-05,-20.167811941053884,0.009129085102071194,-22.166438926565455,0.0003043038739973064,-19.616568136018017,0.000998316866596147,-23.044540125959273,0.00018779692636371092,-23.416044479548965,0.00035740935275192624,-21.045913140447702,0.000317808085685412,-20.286017871741514,0.0012008766778039415,-17.297096481497164,0.0003243263061225245,-12.323351170568563,0.15067540489781492,-15.349129180566008,0.0007712933145350159,-15.281582934458795,0.0014999479443037333,-15.450448549726834,0.00031189480638704634,-13.418048441161654,0.0038665753944705093,-13.28295594894722,0.0001326344002481852
