-2.342701911926269531e+00,2.217633247375488281e+00
-2.494085311889648438e+00,2.233777046203613281e+00
4.961428642272949219e+00,-1.244840264320373535e+00
-2.471691131591796875e+00,2.303901433944702148e+00
-2.192161083221435547e+00,2.194044351577758789e+00
4.649297237396240234e+00,1.263936042785644531e+00
-2.310494661331176758e+00,-2.128064393997192383e+00
-1.793306350708007812e+00,1.725782155990600586e+00
4.830844879150390625e+00,1.349624156951904297e+00
4.625518321990966797e+00,-1.194768190383911133e+00
4.536492824554443359e+00,1.245988368988037109e+00
-2.540910243988037109e+00,-2.206224203109741211e+00
-2.155454397201538086e+00,1.969708323478698730e+00
4.861611366271972656e+00,-1.233645677566528320e+00
-2.528632164001464844e+00,-2.230077981948852539e+00
4.893016815185546875e+00,-1.025065898895263672e+00
4.844222068786621094e+00,-1.142637610435485840e+00
-2.541518211364746094e+00,-2.353224754333496094e+00
4.903619289398193359e+00,-1.197356700897216797e+00
-2.638210296630859375e+00,-2.303219556808471680e+00
4.657012939453125000e+00,1.383203506469726562e+00
-1.946276664733886719e+00,-1.960562467575073242e+00
-1.404564380645751953e+00,-1.614086270332336426e+00
-2.050018787384033203e+00,-2.047350645065307617e+00
-5.535539612174034119e-02,9.245648384094238281e-01
-2.589478015899658203e+00,-2.379445075988769531e+00
-2.692567586898803711e+00,-2.371799707412719727e+00
4.662631511688232422e+00,-1.176749467849731445e+00
-2.232885599136352539e+00,2.060080289840698242e+00
5.149559974670410156e+00,-1.191699385643005371e+00
4.843661785125732422e+00,-1.244333148002624512e+00
-2.588475465774536133e+00,-2.267195701599121094e+00
-2.707076072692871094e+00,-2.357898473739624023e+00
-2.643876791000366211e+00,-2.342429399490356445e+00
-2.507547140121459961e+00,2.251963376998901367e+00
-2.653747320175170898e+00,2.383348464965820312e+00
-2.640712738037109375e+00,-2.272408008575439453e+00
-2.268630981445312500e+00,2.210835218429565430e+00
4.878667831420898438e+00,-1.005813360214233398e+00
-2.393502950668334961e+00,2.188427686691284180e+00
4.870440006256103516e+00,1.221174716949462891e+00
-2.064839363098144531e+00,-2.104739189147949219e+00
4.724445819854736328e+00,-1.207103967666625977e+00
5.182916641235351562e+00,-1.106121659278869629e+00
-2.284352779388427734e+00,2.055132389068603516e+00
-2.374139308929443359e+00,-2.210360765457153320e+00
-2.570573806762695312e+00,-2.282889842987060547e+00
-1.456503629684448242e+00,-1.567651867866516113e+00
-2.582621812820434570e+00,-2.315993547439575195e+00
-2.501537084579467773e+00,2.311351776123046875e+00
-2.378632068634033203e+00,-2.131475925445556641e+00
-2.584492683410644531e+00,-2.351472377777099609e+00
