Bs_03,Mean_fit_03,Bs_11,Mean_fit_11,Bs_01,Mean_fit_01,Bs_02,Mean_fit_02,Bs_10,Mean_fit_10,Bs_04,Mean_fit_04,Bs_05,Mean_fit_05,Bs_09,Mean_fit_09,Bs_06,Mean_fit_06,Bs_08,Mean_fit_08,Bs_07,Mean_fit_07
-29.04438127090301,0.0014930730391669695,-29.04438127090301,0.000610546631695737,-29.04438127090301,0.00015668450586912662,-29.04438127090301,0.0009408683234938912,-29.04438127090301,0.00015522476850093642,-29.04438127090301,5.9460713303034975e-06,-29.04438127090301,0.000260352780976751,-29.04438127090301,2.2751537356708479e-07,-29.04438127090301,2.9264808253251925e-06,-29.04438127090301,2.1730683510263597e-06,-29.04438127090301,8.443477935790833e-06
-28.931287625418058,0.0016761880357229848,-28.931287625418058,0.0006979510102854458,-28.931287625418058,0.00018122433591980544,-28.931287625418058,0.0010531874915685907,-28.931287625418058,0.0001784752629265693,-28.931287625418058,7.068035410886358e-06,-28.931287625418058,0.0002890550984135924,-28.931287625418058,2.79408862535118e-07,-28.931287625418058,3.3768825980149882e-06,-28.931287625418058,2.496321157621136e-06,-28.931287625418058,9.445507756521504e-06
-28.81819397993311,0.0018817184872790885,-28.81819397993311,0.0007978579988646541,-28.81819397993311,0.00020960677318881594,-28.81819397993311,0.0011788992977833886,-28.81819397993311,0.00020520764073177135,-28.81819397993311,8.401701092751684e-06,-28.81819397993311,0.00032092065679020055,-28.81819397993311,3.4313862098685205e-07,-28.81819397993311,3.896603453410679e-06,-28.81819397993311,2.867659003636263e-06,-28.81819397993311,1.0566452218800043e-05
-28.70510033444816,0.0021123973006473822,-28.70510033444816,0.0009120529479032963,-28.70510033444816,0.0002424332461368741,-28.70510033444816,0.0013195966428231282,-28.70510033444816,0.00023594310205477721,-28.70510033444816,9.98701327663904e-06,-28.70510033444816,0.00035629783603726957,-28.70510033444816,4.214043550119421e-07,-28.70510033444816,4.49631185506875e-06,-28.70510033444816,3.294234670799974e-06,-28.70510033444816,1.1820423053742224e-05
-28.59200668896321,0.0023712877167345273,-28.59200668896321,0.001042575213156747,-28.59200668896321,0.00028039922433387106,-28.59200668896321,0.0014770608727952656,-28.59200668896321,0.0002712807909377832,-28.59200668896321,1.1871453560523656e-05,-28.59200668896321,0.00039557332955090076,-28.59200668896321,5.175215390859318e-07,-28.59200668896321,5.188318152915837e-06,-28.59200668896321,3.784264922686935e-06,-28.59200668896321,1.3223206567658315e-05
-28.478913043478258,0.002661822494044838,-28.478913043478258,0.0011917540053553537,-28.478913043478258,0.00032430889196371587,-28.478913043478258,0.0016532838170640204,-28.478913043478258,0.00031190942774509,-28.478913043478258,1.4111462118249006e-05,-28.478913043478258,0.0004391763449732652,-28.478913043478258,6.35561864420297e-07,-28.478913043478258,5.986827261233916e-06,-28.478913043478258,4.347188768342602e-06,-28.478913043478258,1.4792462336331583e-05
-28.36581939799331,0.002987847545767249,-28.36581939799331,0.0013622492111831509,-28.36581939799331,0.00037509210039394456,-28.36581939799331,0.0018504923384937903,-28.36581939799331,0.00035862066993081794,-28.36581939799331,1.6774127779049012e-05,-28.36581939799331,0.00048758326258171867,-28.36581939799331,7.805257213900306e-07,-28.36581939799331,6.908230219244307e-06,-28.36581939799331,4.993849265635614e-06,-28.36581939799331,1.6547945470054708e-05
-28.25272575250836,0.0033536704854901503,-28.25272575250836,0.001557097847664694,-28.25272575250836,0.0004338239502458006,-28.25272575250836,0.002071175666016484,-28.25272575250836,0.0004123244554786248,-28.25272575250836,1.9939196875801492e-05,-28.25272575250836,0.000541322800442137,-28.25272575250836,9.585540223744217e-07,-28.25272575250836,7.971440616541642e-06,-28.25272575250836,5.736702365117505e-06,-28.25272575250836,1.851175524432017e-05
-28.13963210702341,0.0037641145692283175,-28.13963210702341,0.001779766891777957,-28.13963210702341,0.0005017474060827485,-28.13963210702341,0.0023181158041597023,-28.13963210702341,0.0004740666199584151,-28.13963210702341,2.370146095532465e-05,-28.13963210702341,0.000600981740600216,-28.13963210702341,1.1771883377064577e-06,-28.13963210702341,9.198282785665494e-06,-28.13963210702341,6.590056815650045e-06,-28.13963210702341,2.0708613222145486e-05
-28.02653846153846,0.004224578552336727,-28.02653846153846,0.002034213313680146,-28.02653846153846,0.0005802994070272584,-28.02653846153846,0.002594421340000317,-28.02653846153846,0.0005450491197809091,-28.02653846153846,2.8173594760165403e-05,-28.02653846153846,0.0006672112761970198,-28.02653846153846,1.4456903637981154e-06,-28.02653846153846,1.0613939725510484e-05,-28.02653846153846,7.570349750878332e-06,-28.02653846153846,2.3166174364242644e-05
-27.913444816053513,0.004741103007433999,-27.913444816053513,0.002324952235011068,-27.913444816053513,0.0006711410052451638,-27.913444816053513,0.002903564994628297,-27.913444816053513,0.0006266532414801553,-27.913444816053513,3.348952933324897e-05,-27.913444816053513,0.0007407340455405728,-27.913444816053513,1.7754342555360582e-06,-27.913444816053513,1.2247469943752947e-05,-27.913444816053513,8.696463262257673e-06,-27.913444816053513,2.5915375037217344e-05
-27.80035117056856,0.005320443671565444,-27.80035117056856,0.0026571342325248546,-27.80035117056856,0.0007761921422944406,-27.80035117056856,0.00324942529316451,-27.80035117056856,0.0007204662303587127,-27.80035117056856,3.9808461061664897e-05,-27.80035117056856,0.0008223519258828323,-27.80035117056856,2.1803884411135547e-06,-27.80035117056856,1.4132403819008395e-05,-27.80035117056856,9.990088052956932e-06,-27.80035117056856,2.899082229284815e-05
-27.68725752508361,0.005970152404777074,-27.68725752508361,0.003036632910385848,-27.68725752508361,0.0008976717618573003,-27.68725752508361,0.003636332754040678,-27.68725752508361,0.0008283118322658357,-27.68725752508361,4.731961643430254e-05,-27.68725752508361,0.0009129546669799553,-27.68725752508361,2.6777073272104007e-06,-27.68725752508361,1.6307431712847604e-05,-27.68725752508361,1.14761411726857e-05,-27.68725752508361,3.2431229309002574e-05
-27.57416387959866,0.006698666344546025,-27.57416387959866,0.00347014396960657,-27.57416387959866,0.0010381440574136428,-27.57416387959866,0.004069121023756667,-27.57416387959866,0.0009522853103395184,-27.57416387959866,5.624791479706895e-05,-27.57416387959866,0.0010135294524909633,-27.57416387959866,3.2884579562397462e-06,-27.57416387959866,1.881719794129104e-05,-27.57416387959866,1.3183245873680418e-05,-27.57416387959866,3.6279902461292744e-05
-27.461070234113713,0.00751540582667248,-27.461070234113713,0.003965297106947026,-27.461070234113713,0.0012005717659948833,-27.461070234113713,0.0045531834065294175,-27.461070234113713,0.0010947935749184628,-27.461070234113713,6.686069810795696e-05,-27.461070234113713,0.0011251714859308694,-27.461070234113713,4.038512392161697e-06,-27.461070234113713,2.171321688323103e-05,-27.461070234113713,1.5144282822652463e-05,-27.461070234113713,4.0585286141318666e-05
-27.34797658862876,0.00843088160768936,-27.34797658862876,0.004530782173293699,-27.34797658862876,0.0013883775452095768,-27.34797658862876,0.005094535257629971,-27.34797658862876,0.0012586011501712648,-27.34797658862876,7.947572840102078e-05,-27.34797658862876,0.001249095707269923,-27.34797658862876,4.959643628857436e-06,-27.34797658862876,2.5054930003467497e-05,-27.34797658862876,1.739702327530338e-05,-27.34797658862876,4.540157216026411e-05
-27.234882943143813,0.009456811859623928,-27.234882943143813,0.005176491106307357,-27.234882943143813,0.0016055146109936883,-27.234882943143813,0.005699882722814741,-27.234882943143813,0.0014468827958610034,-27.234882943143813,9.447069128261911e-05,-27.234882943143813,0.0013866497563849957,-27.234882943143813,6.090871432012401e-06,-27.234882943143813,2.8910925451437725e-05,-27.234882943143813,1.998485639526387e-05,-27.234882943143813,5.078938138459416e-05
-27.121789297658864,0.010606249306461129,-27.121789297658864,0.005913677214657647,-27.121789297658864,0.0018565479684165256,-27.121789297658864,0.0063766983115920595,-27.121789297658864,0.0016632837074698312,-27.121789297658864,0.00011229448838874602,-27.121789297658864,0.0015393283104370326,-27.121789297658864,7.480115106108435e-06,-27.121789297658864,3.3360345221698524e-05,-27.121789297658864,2.2957624708081943e-05,-27.121789297658864,5.681652615357381e-05
-27.008695652173913,0.011893718722434775,-27.008695652173913,0.0067551334188935995,-27.008695652173913,0.002146747737253611,-27.008695652173913,0.0071333037859538685,-27.008695652173913,0.0019119883328015718,-27.008695652173913,0.00013348065460420675,-27.008695652173913,0.0017087889338709991,-27.008695652173913,9.18622316948914e-06,-27.008695652173913,3.8494508696012554e-05,-27.008695652173913,2.6372583757649147e-05,-27.008695652173913,6.35588630373094e-05
-26.89560200668896,0.013335364802673695,-26.89560200668896,0.007715391030261391,-26.89560200668896,0.0024821962570201516,-26.89560200668896,0.007978960824669127,-26.89560200668896,0.0021977989679255712,-26.89560200668896,0.00015866329848078351,-26.89560200668896,0.0018968695920957945,-26.89560200668896,1.1281465871074258e-05,-26.89560200668896,4.4418785806854984e-05,-26.89560200668896,3.0295504416741653e-05,-26.89560200668896,7.110124662133254e-05
-26.782508361204012,0.014949110131703653,-26.782508361204012,0.008810940551739916,-26.782508361204012,0.002869910850695838,-26.782508361204012,0.008923969881336485,-26.782508361204012,0.0025262254291202263,-26.782508361204012,0.00018859603844744132,-26.782508361204012,0.0021056079929604402,-26.782508361204012,1.385459606512837e-05,-26.782508361204012,5.1254758157209235e-05,-26.782508361204012,3.480193904045414e-05,-26.782508361204012,7.953859626306588e-05
-26.669414715719064,0.016754822597187437,-26.669414715719064,0.010060475787007805,-26.669414715719064,0.003317984328788105,-26.669414715719064,0.00997977758604358,-26.669414715719064,0.002903587238711857,-26.669414715719064,0.0002241744951314167,-26.669414715719064,0.002337262933828126,-26.669414715719064,1.70146080009919e-05,-26.669414715719064,5.914271230386132e-05,-26.669414715719064,3.9978675793115704e-05,-26.669414715719064,8.897708917205029e-05
-26.556321070234112,0.018774491104695364,-26.556321070234112,0.011485162207007025,-26.556321070234112,0.003835745519728638,-26.556321070234112,0.011159092938261117,-26.556321070234112,0.003337129908652429,-26.556321070234112,0.00026646300379131886,-26.556321070234112,0.0025943378462500136,-26.556321070234112,2.0895353095062018e-05,-26.556321070234112,6.824451617837023e-05,-26.556321070234112,4.592540908521025e-05,-26.556321070234112,9.953549473650482e-05
-26.44322742474916,0.02103240782122156,-26.44322742474916,0.01310893000499969,-26.44322742474916,0.004433942309812267,-26.44322742474916,0.012476012393560568,-26.44322742474916,0.003835157052066792,-26.44322742474916,0.00031672633326764127,-26.44322742474916,0.0028796067447931953,-26.44322742474916,2.5661207973337666e-05,-26.44322742474916,7.87469374161671e-05,-26.44322742474916,5.275665819489723e-05,-26.44322742474916,0.00011134666677239317
-26.330133779264212,0.02355535438529452,-26.330133779264212,0.014958791513526744,-26.330133779264212,0.005124949852684988,-26.330133779264212,0.013946153748208031,-26.330133779264212,0.004407180193473507,-26.330133779264212,0.00037646734216907634,-26.330133779264212,0.0031961428012546216,-26.330133779264212,3.151403452481166e-05,-26.330133779264212,9.086547134417507e-05,-26.330133779264212,6.060397089673157e-05,-26.330133779264212,0.00012455921232854434
-26.217040133779264,0.026372788543049502,-26.217040133779264,0.0170651815923568,-26.217040133779264,0.005923006745855129,-26.217040133779264,0.015586798461078593,-26.217040133779264,0.005064088273815105,-26.217040133779264,0.0004474716728811185,-26.217040133779264,0.0035473497799861134,-26.217040133779264,3.870172625072255e-05,-26.217040133779264,0.00010484875671776916,-26.217040133779264,6.961845436704477e-05,-26.217040133779264,0.00013933935786557513
-26.103946488294312,0.029517026475539453,-26.103946488294312,0.019462318144223213,-26.103946488294312,0.006844482043501343,-26.103946488294312,0.01741704170707062,-26.103946488294312,0.0058183389440373086,-26.103946488294312,0.0005318607835416313,-26.103946488294312,0.003936996583955094,-26.103946488294312,4.752870211073915e-05,-26.103946488294312,0.00012098366920104604,-26.103946488294312,7.997368188277383e-05,-26.103946488294312,0.00015587303606297588
-25.990852842809364,0.03302341464784684,-25.990852842809364,0.022188577980732236,-25.990852842809364,0.00790817594499282,-25.990852842809364,0.019457949013655704,-25.990852842809364,0.0066841737931818525,-25.990852842809364,0.0006321548520113956,-25.990852842809364,0.0043692551739364476,-25.990852842809364,5.8368791140923905e-05,-25.990852842809364,0.00013960119628126367,-25.990852842809364,9.186903099424288e-05,-25.990852842809364,0.0001743682192259822
-25.877759197324416,0.03693048331541714,-25.877759197324416,0.025286880738662584,-25.877759197324416,0.00913565681864892,-25.877759197324416,0.021732717773854198,-25.877759197324416,0.0076778596401241295,-25.877759197324416,0.0007513473591917738,-25.877759197324416,0.004848742134183613,-25.877759197324416,7.168105175376322e-05,-25.877759197324416,0.00016108321306236518,-25.877759197324416,0.00010553351706472787,-25.877759197324416,0.00019505752829292633
-25.764665551839464,0.04128007185744984,-25.764665551839464,0.028805070323962057,-25.764665551839464,0.010551636826357225,-25.764665551839464,0.024266841234717156,-25.764665551839464,0.008817957900729912,-25.764665551839464,0.0008929934773347974,-25.764665551839464,0.005380564166184678,-25.764665551839464,8.802919298094316e-05,-25.764665551839464,0.00018587029649348984,-25.764665551839464,0.00012123019548108686,-25.764665551839464,0.00021820114981898513
-25.651571906354512,0.04611741387721183,-25.651571906354512,0.0327962793245715,-25.651571906354512,0.012184387723418557,-25.651571906354512,0.027088271709438137,-25.651571906354512,0.010125623783126715,-25.651571906354512,0.00106131475805043,-25.651571906354512,0.005970367796568013,-25.651571906354512,0.00010810541604474317,-25.651571906354512,0.0002144707363967133,-25.651571906354512,0.00013926121662156715,-25.651571906354512,0.00024409009707136421
-25.538478260869564,0.05149116754505859,-25.538478260869564,0.03731925688507101,-25.538478260869564,0.014066197312691682,-25.538478260869564,0.030227578732968274,-25.538478260869564,0.011624936609806898,-25.538478260869564,0.0012613230403484956,-25.538478260869564,0.006624393584502224,-25.538478260869564,0.00013275967969635845,-25.538478260869564,0.0002474709255493208,-25.538478260869564,0.00015997363001345798,-25.538478260869564,0.00027304985555536877
-25.425384615384615,0.05745337402656655,-25.425384615384615,0.042438634611985895,-25.425384615384615,0.016233865398640107,-25.425384615384615,0.03371809665708481,-25.425384615384615,0.013343261848804926,-25.425384615384615,0.0014989669866485897,-25.425384615384615,0.007349535106330333,-25.425384615384615,0.00016303561920234848,-25.425384615384615,0.0002855473384846016,-25.425384615384615,0.00018376604824488305,-25.425384615384615,0.0003054444579457607
-25.312290969899664,0.0640593241470782,-25.312290969899664,0.04822509817948763,-25.312290969899664,0.01872923575024307,-25.312290969899664,0.03759605474769568,-25.312290969899664,0.015311644372713942,-25.312290969899664,0.0017813052085486085,-25.312290969899664,0.008153402978592945,-25.312290969899664,0.0002002146257198241,-25.312290969899664,0.00032948034009026985,-25.312290969899664,0.00021109629736078793,-25.312290969899664,0.00034168103857260565
-25.199197324414715,0.07136731086726053,-25.199197324414715,0.05475542453975094,-25.199197324414715,0.021599757344249057,-25.199197324414715,0.04190068119965628,-25.199197324414715,0.01756523095017919,-25.199197324414715,0.0021167105664415516,-25.199197324414715,0.009044394152478418,-25.199197324414715,0.00024586993095191957,-25.199197324414715,0.0003801701010520004,-25.199197324414715,0.00024249019895406228,-25.199197324414715,0.00038221492335910453
-25.086103678929767,0.07943824292878286,-25.086103678929767,0.06211233628201754,-25.086103678929767,0.02489906379303922,-25.086103678929767,0.04667427063085211,-25.086103678929767,0.020143717885490558,-25.086103678929767,0.0025151109163467347,-25.086103678929767,0.010031766670007077,-25.086103678929767,0.0003019329544572491,-25.086103678929767,0.00043865493831911253,-25.086103678929767,0.0002785516502745735,-25.086103678929767,0.00042755531748848346
-24.973010033444815,0.08833509350891633,-24.973010033444815,0.07038411623252468,-24.973010033444815,0.02868755411153846,-24.973010033444815,0.051962202585824825,-24.973010033444815,0.02309181691330112,-24.973010033444815,0.0029882723262410916,-24.973010033444815,0.011125720011219347,-24.973010033444815,0.00037077467333938006,-24.973010033444815,0.0005061324457312869,-24.973010033444815,0.000319974192775419,-24.973010033444815,0.0004782716601501779
-24.859916387959863,0.09812215732670634,-24.859916387959863,0.07966391765575011,-24.859916387959863,0.03303295058474388,-24.859916387959863,0.057812896425461405,-24.859916387959863,0.02645972876514668,-24.859916387959863,0.003550131576348276,-24.859916387959863,0.012337481077915676,-24.859916387959863,0.00045530538463461217,-24.859916387959863,0.0005839838334734779,-24.859916387959863,0.00036755428699151646,-24.859916387959863,0.0005350007235487861
-24.746822742474915,0.10886409089371744,-24.746822742474915,0.09004869960343137,-24.746822742474915,0.038010800224073556,-24.746822742474915,0.06427768579568335,-24.746822742474915,0.03030360908018751,-24.746822742474915,0.004217185563318311,-24.746822742474915,0.013679395747941008,-24.746822742474915,0.0005590969710361728,-24.746822742474915,0.0006738019559144374,-24.746822742474915,0.0004222065429381552,-24.746822742474915,0.0005984545420229964
-24.633729096989967,0.12062471409841787,-24.633729096989967,0.10163771470381208,-24.633729096989967,0.043704874982977385,-24.633729096989967,0.07141059379414137,-24.633729096989967,0.03468600536684373,-24.633729096989967,0.005008945997249739,-24.633729096989967,0.015165025788639786,-24.633729096989967,0.0006865326754212733,-24.633729096989967,0.000777423576477485,-24.633729096989967,0.0004849811908082944,-24.633729096989967,0.0006694292666898476
-24.520635451505015,0.13346555769272517,-24.520635451505015,0.11453048008966285,-24.520635451505015,0.05020741252739455,-24.520635451505015,0.07926798818644468,-24.520635451505015,0.03967623639628169,-24.520635451505015,0.0059484684349442206,-24.520635451505015,0.016809250732075065,-24.520635451505015,0.000842990467008169,-24.520635451505015,0.0008969664963718029,-24.520635451505015,0.000557084117163796,-24.520635451505015,0.0007488150515788539
-24.407541806020067,0.14744415112111006,-24.407541806020067,0.12882417371567106,-24.407541806020067,0.057619124174710205,-24.407541806020067,0.08790809482552969,-24.407541806020067,0.04535067665206253,-24.407541806020067,0.007062965114647673,-24.407541806020067,0.01862837408016659,-24.407541806020067,0.0010350673726745368,-24.407541806020067,0.0010348722621722024,-24.407541806020067,0.0006398998376267051,-24.407541806020067,0.0008376070888289019
-24.29444816053512,0.16261205897664904,-24.29444816053512,0.14461042067945054,-24.29444816053512,0.06604888028856014,-24.29444816053512,0.09739034713410634,-24.29444816053512,0.051792898325382315,-24.29444816053512,0.008384511073817914,-24.29444816053512,0.02064023291648425,-24.29444816053512,0.0012708536834719337,-24.29444816053512,0.0011939552662428247,-24.29444816053512,0.000735017828889436,-24.29444816053512,0.0009369179232663826
-24.181354515050167,0.1790126923996081,-24.181354515050167,0.16197146979188312,-24.181354515050167,0.0756129672082881,-24.181354515050167,0.10777455052552173,-24.181354515050167,0.059093612086034905,-24.181354515050167,0.009950852394708817,-24.181354515050167,0.022864309643752845,-24.181354515050167,0.001560267760512186,-24.181354515050167,0.0013774591646420768,-24.181354515050167,0.0008442627013135043,-24.181354515050167,0.0010479911906411885
-24.068260869565215,0.1966789437404079,-24.068260869565215,0.1809758111821223,-24.068260869565215,0.0864337957723946,-24.068260869565215,0.11911984342539915,-24.068260869565215,0.06735033603074318,-24.068260869565215,0.011806323786748453,-24.068260869565215,0.025321844132460112,-24.068260869565215,0.0019154642833676856,-24.068260869565215,0.0015891216600474808,-24.068260869565215,0.0009697287591262898,-24.068260869565215,0.0011722169390382957
-23.955167224080267,0.21563071797869213,-23.955167224080267,0.2016733511790989,-23.955167224080267,0.098637932743764,-23.955167224080267,0.13148344160716996,-23.955167224080267,0.07666671078958442,-23.955167224080267,0.014002879606659146,-23.955167224080267,0.028035944046543113,-23.955167224080267,0.0023513312236718045,-23.955167224080267,0.0018332488327496997,-23.955167224080267,0.0011138195688966046,-23.955167224080267,0.0013111487095667335
-23.84207357859532,0.23587246116372784,-23.84207357859532,0.224090338520668,-23.84207357859532,0.11235332717018673,-23.84207357859532,0.14491916034245445,-23.84207357859532,0.08715136928535118,-23.84207357859532,0.01660123720534564,-23.84207357859532,0.031031690497795757,-23.84207357859532,0.002886093580090838,-23.84207357859532,0.0021148003508027037,-23.84207357859532,0.001279293239173498,-23.84207357859532,0.0014665225704001692
-23.728979933110367,0.2573908121292092,-23.728979933110367,0.2482243200894436,-23.728979933110367,0.12770561920249304,-23.728979933110367,0.15947571977418304,-23.728979933110367,0.09891626428274801,-23.728979933110367,0.01967212335429114,-23.728979933110367,0.03433623546373658,-23.728979933110367,0.0035420449320468592,-23.728979933110367,0.002439487050252061,-23.728979933110367,0.0014693142054200599,-23.728979933110367,0.0016402783176271433
-23.61588628762542,0.280152525761343,-23.61588628762542,0.27403948489053775,-23.61588628762542,0.1448134551367891,-23.61588628762542,0.17519485313984298,-23.61588628762542,0.11207435855202551,-23.61588628762542,0.023297602413175366,-23.61588628762542,0.03797888657932464,-23.61588628762542,0.004346431046374286,-23.61588628762542,0.002813882546327005,-23.61588628762542,0.0016875124150188628,-23.61588628762542,0.0018345830771559987
-23.50279264214047,0.30410283041688185,-23.50279264214047,0.30146281819936277,-23.50279264214047,0.16378279530159986,-23.50279264214047,0.19210925489141836,-23.50279264214047,0.126736594789779,-23.50279264214047,0.027572447616903285,-23.50279264214047,0.041991173980696656,-23.50279264214047,0.005332512886007384,-23.50279264214047,0.0032455507135768303,-23.50279264214047,0.0019380509172714925,-23.50279264214047,0.0020518575640585623
-23.389698996655518,0.32916438480694293,-23.389698996655518,0.3303815177327915,-23.389698996655518,0.18470029514307604,-23.389698996655518,0.21024042583170663,-23.389698996655518,0.14300808938398482,-23.389698996655518,0.03260549298919554,-23.389698996655518,0.046406892845252685,-23.389698996655518,0.006540839042142639,-23.389698996655518,0.0037431910523142153,-23.389698996655518,0.002225702982686095,-23.389698996655518,0.0022948052791186566
-23.276605351170566,0.35523698737140225,-23.276605351170566,0.3606421047427657,-23.276605351170566,0.20762596507866285,-23.276605351170566,0.22959649402083737,-23.276605351170566,0.1609835395437758,-23.276605351170566,0.03852087151381234,-23.276605351170566,0.05126211415256299,-23.276605351170566,0.008020759214427858,-23.276605351170566,0.004316804133032205,-23.276605351170566,0.0025559400036202456,-23.276605351170566,0.0025664449467918287
-23.163511705685618,0.38219816168822224,-23.163511705685618,0.39205158372129906,-23.163511705685618,0.23258546584728607,-23.163511705685618,0.2501701116901919,-23.163511705685618,0.1807419000630839,-23.163511705685618,0.04545900414530874,-23.163511705685618,0.05659515501297642,-23.163511705685618,0.009832209909664656,-23.163511705685618,0.004977879468918721,-23.163511705685618,0.002935031562917967,-23.163511705685618,0.002870146523996272
-23.05041806020067,0.4099046945948638,-23.05041806020067,0.42438086198660396,-23.05041806020067,0.2595625591361537,-23.05041806020067,0.2719365474115137,-23.05041806020067,0.20234047456892423,-23.05041806020067,0.053577153577804876,-23.05041806020067,0.06244649872021554,-23.05041806020067,0.012047799514301506,-23.05041806020067,0.005739608293906701,-23.05041806020067,0.0033701591958653857,-23.05041806020067,0.0032096711347286253
-22.937324414715718,0.4381951417881832,-22.937324414715718,0.45737044363166224,-22.937324414715718,0.2884923844028859,-22.937324414715718,0.29485210650102184,-22.937324414715718,0.22580867320666828,-22.937324414715718,0.063049297456314,-22.937324414715718,0.0688586535459765,-22.937324414715718,0.014755210101940242,-22.937324414715718,0.006617123798621071,-22.937324414715718,0.003869545509429323,-22.937324414715718,0.003589215310854548
-22.824230769230766,0.4668932437703132,-22.824230769230766,0.4907381828989891,-22.824230769230766,0.31925633951767673,-22.824230769230766,0.31885301807382693,-22.824230769230766,0.251141805723324,-22.824230769230766,0.0740650115363097,-22.824230769230766,0.07587593829870773,-22.824230769230766,0.018059914598965013,-22.824230769230766,0.007627771370141515,-22.824230769230766,0.004442600455188699,-22.824230769230766,0.004013459943776996
-22.711137123745818,0.49581212052484275,-22.711137123745818,0.5241886523962465,-22.711137123745818,0.3516793683572691,-22.711137123745818,0.3438549214922831,-22.711137123745818,0.2782953910188698,-22.711137123745818,0.08682699180940548,-22.711137123745818,0.08354418193389303,-22.711137123745818,0.0220881758959101,-22.711137123745818,0.008791411254825335,-22.711137123745818,0.005100086669827966,-22.711137123745818,0.004487624373986508
-22.59804347826087,0.5247590450585159,-22.59804347826087,0.5574234889931695,-22.59804347826087,0.38553036999730117,-22.59804347826087,0.3697530661024284,-22.59804347826087,0.30718055080811024,-22.59804347826087,0.1015467990631726,-22.59804347826087,0.09191032417882233,-22.59804347826087,0.026990243443125256,-22.59804347826087,0.010130755765187674,-22.59804347826087,0.0058543058872673765,-22.59804347826087,0.005017526064372601
-22.484949832775918,0.5535405427759196,-22.484949832775918,0.5901519588234864,-22.484949832775918,0.4205262237054262,-22.484949832775918,0.3964233053604287,-22.484949832775918,0.33766109188685917,-22.484949832775918,0.1184383999284232,-22.484949832775918,0.10102190440164113,-22.484949832775918,0.03294358576742279,-22.484949832775918,0.011671742615222497,-22.484949832775918,0.006719308472676612,-22.484949832775918,0.005609646316843517
-22.37185618729097,0.5819675328761631,-22.37185618729097,0.6221009551328075,-22.37185618729097,0.45633957895076294,-22.37185618729097,0.42372392073545095,-22.37185618729097,0.3695528454154063,-22.37185618729097,0.13770913257212677,-22.37185618729097,0.11092642702071567,-22.37185618729097,0.040155886353803766,-22.37185618729097,0.013443945108040315,-22.37185618729097,0.007711128108182635,-22.37185618729097,0.0062712024979851904
-22.25876254180602,0.6098602239480959,-22.25876254180602,0.6530237140188383,-22.25876254180602,0.49261012892249606,-22.25876254180602,0.4514982551930418,-22.25876254180602,0.40262570673811005,-22.25876254180602,0.15954787520965566,-22.25876254180602,0.12167059384326433,-22.25876254180602,0.04886737826753447,-22.25876254180602,0.01548101860767044,-22.25876254180602,0.008848043543128388,-22.25876254180602,0.007010227235304644
-22.14566889632107,0.6370524992721102,-22.14566889632107,0.6827066899490061,-22.14566889632107,0.5289586372121939,-22.14566889632107,0.4795780756106502,-22.14566889632107,0.436608603812497,-22.14566889632107,0.18411047270489542,-22.14566889632107,0.13329939707228466,-22.14566889632107,0.05935189623375032,-22.14566889632107,0.017821180870573435,-22.14566889632107,0.01015086906919538,-22.14566889632107,0.007835655027429533
-22.032575250836118,0.6633955746750199,-22.032575250836118,0.7109742466752029,-22.032575250836118,0.5650026039678617,-22.032575250836118,0.5077875245843669,-22.032575250836118,0.47119733375088807,-22.032575250836118,0.2115028990224314,-22.032575250836118,0.14585507153776148,-22.032575250836118,0.0719157891772693,-22.032575250836118,0.0205077212319959,-22.032575250836118,0.011643274942264553,-22.032575250836118,0.008757416674980012
-21.91948160535117,0.6887607765436322,-21.91948160535117,0.7376910531983412,-21.91948160535117,0.6003722188701681,-21.91948160535117,0.5359474717318973,-21.91948160535117,0.5060648826223009,-21.91948160535117,0.2417631898049089,-21.91948160535117,0.15937591114736446,-21.91948160535117,0.08689358441100252,-21.91948160535117,0.02358953015107797,-21.91948160535117,0.013352138284742946,-21.91948160535117,0.009786541878156365
-21.80638795986622,0.7130413612197939,-21.80638795986622,0.7627622927478561,-21.80638795986622,0.6347252057057798,-21.80638795986622,0.5638800391902475,-21.80638795986622,0.5408735356122769,-21.80638795986622,0.27484381004491987,-21.80638795986622,0.17389496267200646,-21.80638795986622,0.10463907834433808,-21.80638795986622,0.027121636007257508,-21.80638795986622,0.015307923984614148,-21.80638795986622,0.010935270255647998
-21.69329431438127,0.7361533704915427,-21.69329431438127,0.7861319671818683,-21.69329431438127,0.6677593265858325,-21.69329431438127,0.5914130602620141,-21.69329431438127,0.5752878489320193,-21.69329431438127,0.3105967058115318,-21.69329431438127,0.1894386196953946,-21.69329431438127,0.12551043978444484,-21.69329431438127,0.031165730087714363,-21.69329431438127,0.017545093663215026,-21.69329431438127,0.012217170909121076
-21.58020066889632,0.7580355833290467,-21.58020066889632,0.8077796937416073,-21.58020066889632,0.6992216470034096,-21.58020066889632,0.61838423622804,-21.58020066889632,0.6089874376906027,-21.58020066889632,0.3487636497614536,-21.58020066889632,0.20602515057952264,-21.58020066889632,0.1498480891964117,-21.58020066889632,0.03579065319876846,-21.58020066889632,0.020102538796064728,-21.58020066889632,0.013647270478560947
