Ligand,Mean Acc Rate
07,3.925
08,2.7561500000000003
06,2.45
09,2.2068499999999998
04,2.45
05,2.45
10,1.487825
01,1.8375
02,2.25
03,2.4625000000000004
11,1.1530333333333334
