-4.593697553803109	0.203661567968041	Benzene
-3.5105565615286896	0.2032837409347925	Benzofuran
-2.908309426009874	0.33930860914221855	Indene
-1.186527079112729	0.14216333601134687	Indole
-3.9765438291018533	0.10868406662344676	Toluene
-4.5964209296059	0.03258833873491993	Ethylbenzene
-3.5977834888073277	0.3011822033466906	m-xylene
-3.4325771682552566	0.18501670327789232	o-xylene
-1.3332730404569695	0.2280240231230889	Phenol
-4.93555767869201	0.11029660266774388	Propylbenzene
-5.139896853545451	0.3108055691463859	Thianaphthene
-5.682086980425539	0.1384761005489933	Isobutylbenzene
-5.298785639580359	0.17993996943771512	n-Butylbenzene
-3.958701353402798	0.14374349829598893	p-Xylene
-2.072422146759819	0.12974751547163435	2-Fluorobenzaldehyde
-5.80501459668916	0.274982449534456	1,2-Dichlorobenzene
-2.31291666155908	0.1834410633078298	n-Methylaniline
-4.390847338087026	0.2506896694056885	1-Methylpyrrole
-4.4436359657795155	0.2076716687864124	1,2-Benzenedithiol
-3.7384946280574893	0.14420297132887436	Thieno[2,3-c]pyridine
