"Bs_1,2-Dichlorobenzene","Mean_fit_1,2-Dichlorobenzene",Bs_Ethylbenzene,Mean_fit_Ethylbenzene,Bs_Isobutylbenzene,Mean_fit_Isobutylbenzene,Bs_n-Butylbenzene,Mean_fit_n-Butylbenzene,Bs_p-Xylene,Mean_fit_p-Xylene,Bs_Toluene,Mean_fit_Toluene,"Bs_1,2-Benzenedithiol","Mean_fit_1,2-Benzenedithiol",Bs_Thianaphthene,Mean_fit_Thianaphthene,Bs_Benzofuran,Mean_fit_Benzofuran,Bs_Benzene,Mean_fit_Benzene,Bs_m-xylene,Mean_fit_m-xylene,Bs_1-Methylpyrrole,Mean_fit_1-Methylpyrrole,"Bs_Thieno[2,3-c]pyridine","Mean_fit_Thieno[2,3-c]pyridine",Bs_Indene,Mean_fit_Indene,Bs_n-Methylaniline,Mean_fit_n-Methylaniline,Bs_o-xylene,Mean_fit_o-xylene,Bs_2-Fluorobenzaldehyde,Mean_fit_2-Fluorobenzaldehyde,Bs_Indole,Mean_fit_Indole,Bs_Phenol,Mean_fit_Phenol
-17.37491304347826,7.571771154503766e-18,-24.58391863834041,2.2907939287490657e-06,-16.800715719063543,0.0027552713540842035,-16.699715719063544,4.718018844468139e-05,-15.477715719063543,0.00016686256554779288,-24.972309093194188,4.138920375367022e-18,-21.840655518394648,3.2703461014294705e-70,-21.258715719063545,8.204011851133115e-06,-29.480919732441475,2.262990712952458e-09,-22.821704045445216,4.364457445240319e-08,-15.344354515050167,4.837571712837922e-05,-18.601715719063545,1.149044494130105e-13,-20.179698996655517,0.0008731675407425389,-18.686715719063546,4.955785045445756e-30,-22.738715719063546,0.0007078199131744029,-15.781715719063545,0.0007958453308111724,-18.274715719063547,0.0017795652942796437,-23.222715719063544,9.201315891863583e-05,-21.535474916387958,6.19113781248256e-06
-17.269521739130433,1.2918362934702016e-17,-24.440019471350645,2.5774077436211957e-06,-16.69532107023411,0.0029442835279409234,-16.594321070234113,5.2784739658965846e-05,-15.372321070234111,0.00018823256176075633,-24.828409926204422,5.7912138652503745e-18,-21.71083612040134,1.949542906571968e-69,-21.153321070234114,9.21355407411045e-06,-29.337020066889636,2.6553354701426084e-09,-22.67780487845545,5.09688245831441e-08,-15.238411371237458,5.447013001304572e-05,-18.496321070234114,1.6332395310171913e-13,-20.07257525083612,0.0009714858659866726,-18.581321070234115,1.0591050644678525e-29,-22.633321070234114,0.0007640358134893373,-15.676321070234113,0.000855511009720167,-18.169321070234115,0.0019180273825700422,-23.117321070234112,0.0001013956402533887,-21.42238127090301,7.005827941682042e-06
-17.164130434782606,2.2040299093484843e-17,-24.296120304360876,2.8998812836419522e-06,-16.58992642140468,0.0031462210677954713,-16.48892642140468,5.905501816863832e-05,-15.26692642140468,0.00021233882029990416,-24.684510759214653,8.103117477850583e-18,-21.581016722408027,1.162175936945633e-68,-21.047926421404682,1.0347323927744814e-05,-29.193120401337794,3.1157027813511965e-09,-22.533905711465685,5.9522199695802615e-08,-15.132468227424749,6.133227498537795e-05,-18.390926421404682,2.321469167907753e-13,-19.965451505016723,0.0010808628201242584,-18.475926421404683,2.2634224997556257e-29,-22.527926421404683,0.000824712762813283,-15.570926421404682,0.0009196457940715674,-18.063926421404684,0.002067240437225116,-23.01192642140468,0.00011173473605514442,-21.309287625418058,7.92772207197106e-06
-17.05873913043478,3.760343215202245e-17,-24.152221137371107,3.2627011153910468e-06,-16.48453177257525,0.0033619620569767888,-16.38353177257525,6.607009138731358e-05,-15.161531772575248,0.0002395315399408678,-24.540611592224884,1.133795338725734e-17,-21.451197324414714,6.928049153790707e-68,-20.94253177257525,1.1620607711943631e-05,-29.04922073578596,3.655886018960648e-09,-22.390006544475916,6.951096637047543e-08,-15.02652508361204,6.905885302438789e-05,-18.28553177257525,3.2997113988477373e-13,-19.858327759197323,0.0012025394053358565,-18.37053177257525,4.837179600282714e-29,-22.42253177257525,0.0008902041621284539,-15.46553177257525,0.0009885837904480082,-17.958531772575252,0.0022280356175443054,-22.90653177257525,0.0001231279574425651,-21.19619397993311,8.970926798265618e-06
-16.953347826086954,6.415603089659261e-17,-24.00832197038134,3.670915132005167e-06,-16.379137123745817,0.0035924434087612057,-16.278137123745818,7.391841495382988e-05,-15.056137123745817,0.00027020569625936443,-24.396712425235116,1.5864164300098458e-17,-21.321377926421405,4.129999903756634e-67,-20.83713712374582,1.3050572629152714e-05,-28.905321070234116,4.289723224685775e-09,-22.246107377486148,8.117600596670662e-08,-14.92058193979933,7.775874186468284e-05,-18.18013712374582,4.690174423250362e-13,-19.751204013377926,0.0013378952122637673,-18.26513712374582,1.0337577932497274e-28,-22.31713712374582,0.0009608913081257802,-15.360137123745819,0.001062683983375032,-17.85313712374582,0.0024013077574413884,-22.801137123745818,0.00013568275027885215,-21.08310033444816,1.0151404885490913e-05
-16.84795652173913,1.0945799531714135e-16,-23.864422803391573,4.1302027803167575e-06,-16.273742474916386,0.0038386646911387316,-16.172742474916387,8.269894683481121e-05,-14.950742474916385,0.0003048067550789547,-24.25281325824535,2.2197278498548863e-17,-21.191558528428093,2.462006089506169e-66,-20.731742474916388,1.4656498197059605e-05,-28.761421404682277,5.033451602962685e-09,-22.10220821049638,9.479862352490801e-08,-14.814638795986621,8.755452841002913e-05,-18.074742474916388,6.666563666201901e-13,-19.64408026755853,0.0014884637358154465,-18.15974247491639,2.209252629449757e-28,-22.211742474916388,0.0010371855785640536,-15.254742474916387,0.0011423320722688916,-17.74774247491639,0.0025880201493642396,-22.695742474916386,0.00014951750630272007,-20.97000668896321,1.1487219487866162e-05
-16.742565217391302,1.867486590334526e-16,-23.720523636401808,4.6469540735370615e-06,-16.168347826086954,0.00410169218358863,-16.067347826086955,9.252239348021631e-05,-14.845347826086954,0.0003438371117390937,-24.108914091255585,3.105862769834514e-17,-21.06173913043478,1.4676692799077208e-65,-20.626347826086956,1.646003612666161e-05,-28.61752173913044,5.906123474424511e-09,-21.958309043506613,1.107073314910131e-07,-14.708695652173912,9.858423375492601e-05,-17.969347826086956,9.475782157525799e-13,-19.53695652173913,0.001655949345214648,-18.054347826086957,4.721412706730263e-28,-22.106347826086957,0.0011195307860879388,-15.149347826086956,0.001227942441608466,-17.642347826086958,0.0027892096723640147,-22.590347826086955,0.00016476267694386746,-20.856913043478258,1.2998810495253902e-05
-16.637173913043476,3.186159361839804e-16,-23.57662446941204,5.228358488432952e-06,-16.062953177257523,0.004382663177520909,-15.961953177257524,0.00010351260364420277,-14.739953177257522,0.0003878633475147436,-23.965014924265816,4.345750559319642e-17,-20.93191973244147,8.749178665178637e-65,-20.520953177257525,1.848550216557041e-05,-28.473622073578596,6.9300943450691046e-09,-21.814409876516848,1.2928577185427397e-07,-14.602752508361203,0.000111003254958036,-17.863953177257525,1.346877521804714e-12,-19.42983277591973,0.001842246077795035,-17.948953177257525,1.0090171513262327e-27,-22.000953177257525,0.001208405713035221,-15.043953177257524,0.0013199602736157787,-17.536953177257526,0.003005992286568571,-22.484953177257523,0.00018156200020259084,-20.74381939799331,1.4709307231415904e-05
-16.53178260869565,5.435975568221324e-16,-23.43272530242227,5.882504983373614e-06,-15.957558528428091,0.0046827905322571126,-15.856558528428092,0.00011580812731943059,-14.63455852842809,0.00043752440577187374,-23.821115757276047,6.08061248141792e-17,-20.80210033444816,5.215625097776408e-64,-20.415558528428093,2.0760203836333423e-05,-28.32972240802676,8.131595594132406e-09,-21.67051070952708,1.5098196774076905e-07,-14.496809364548493,0.00012498655072039678,-17.758558528428093,1.914437276612284e-12,-19.322709030100334,0.002049458441167433,-17.843558528428094,2.1563791918025153e-27,-21.895558528428094,0.001304326840619307,-14.938558528428093,0.0014188638133167879,-17.431558528428095,0.0032395689173312964,-22.379558528428092,0.0002000738520119873,-20.63072575250836,1.6644882284188114e-05
-16.426391304347824,9.274435777511138e-16,-23.2888261354325,6.618494528225778e-06,-15.85216387959866,0.005003367498577818,-15.75116387959866,0.00012956395928207407,-14.52916387959866,0.0004935408030167725,-23.677216590286278,8.50804657204339e-17,-20.672280936454847,3.109177009817042e-63,-20.31016387959866,2.3314808482159706e-05,-28.18582274247492,9.541406451383726e-09,-21.52661154253731,1.7631912756471836e-07,-14.390866220735784,0.0001407311015007666,-17.65316387959866,2.7211606302337556e-12,-19.215585284280934,0.002279924424315691,-17.738163879598662,4.608416430510624e-27,-21.790163879598662,0.0014078512867739023,-14.833163879598661,0.0015251667964688274,-17.326163879598663,0.0034912317533112515,-22.27416387959866,0.00022047273464173778,-20.51763210702341,1.8835151875592684e-05
-16.320999999999998,1.5823315964483363e-15,-23.144926968442736,7.446566710998003e-06,-15.746769230769228,0.005345772821942071,-15.645769230769229,0.00014495348903144004,-14.423769230769228,0.000556725004027798,-23.533317423296513,1.190453374446576e-16,-20.542461538461538,1.8534655956187577e-62,-20.20476923076923,2.6183756574180143e-05,-28.04192307692308,1.1195642478082129e-08,-21.38271237554754,2.0590826227920098e-07,-14.284923076923075,0.00015845867839455282,-17.54776923076923,3.8678285603771565e-12,-19.108461538461537,0.002536240934767588,-17.63276923076923,9.848686204047453e-27,-21.68476923076923,0.0015195799678929028,-14.72776923076923,0.0016394210514825522,-17.220769230769232,0.003762370983674554,-22.16876923076923,0.00024295091595420248,-20.40453846153846,2.131362889027364e-05
