-14.82, 0.0, 0.0, 0.001, 0.501
-12.518, 0.02, 0.014, 0.0, 0.072
-12.086, 0.132, 0.103, 0.074, 0.02
-11.654, 0.091, 0.051, 0.014, 0.553
-11.222, 0.699, 0.048, 0.832, 0.041
-10.791, 0.165, 0.352, 0.0, 0.287
-10.359, 0.21, 0.057, 0.213, 0.6
-9.927, 0.024, 0.232, 0.932, 0.96
-9.495, 0.259, 0.872, 0.875, 0.156
-9.064, 0.022, 0.867, 0.357, 0.366
-8.632, 0.648, 0.92, 0.844, 0.895
-8.2, 0.866, 0.894, 0.919, 0.914
-7.768, 1.0, 0.959, 0.988, 0.919
-7.337, 0.976, 1.029, 0.989, 1.0
-6.905, 1.621, 0.978, 0.937, 0.9
-6.473, 0.992, 0.97, 0.959, 0.974
-6.042, 0.96, 0.989, 0.999, 0.0
-5.61, 0.966, 1.047, 1.0, 1.0
-4.459, 0.988, 1.002, 1.574, 0.999
-3.307, 0.999, 1.0, 1.772, 1.0
